model_id,variant_id,question_id,n_sentences,live_mean,post_mean,post_minus_live,live_post_spearman,live_post_pairwise_order,replay_mean,replay_minus_live,post_minus_replay
gemini-3.1-pro-preview,reverse,x08_weekend_change,7,3.2857142857142856,7.142857142857143,3.8571428571428577,-0.19820624179302296,0.4,,,
gemini-3.1-pro-preview,reverse,x09_bookstore,7,5.428571428571429,6.857142857142857,1.428571428571428,0.3603749850782236,0.6,,,
gemini-3.1-pro-preview,reverse,x10_dentist_wait,8,5.875,8.375,2.5,0.7784570702436183,0.8518518518518519,,,
gemini-3.1-pro-preview,reverse,x11_shared_office,7,5.0,11.857142857142858,6.857142857142858,-0.42857142857142855,0.2857142857142857,,,
gemini-3.1-pro-preview,reverse,x12_bus_detour,7,4.714285714285714,11.142857142857142,6.428571428571428,0.11818181818181818,0.5263157894736842,,,
gemini-3.1-pro-preview,reverse,x13_small_restaurant,8,6.875,12.125,5.25,0.9285714285714286,0.9285714285714286,,,
gemini-3.1-pro-preview,reverse,x14_language_class,8,8.125,7.375,-0.75,0.7619047619047619,0.7857142857142857,,,
gemini-3.1-pro-preview,reverse,x15_school_pickup,8,3.875,6.375,2.5,0.25301204819277107,0.5769230769230769,,,
gemini-3.1-pro-preview,reverse,x16_museum,7,4.714285714285714,7.142857142857143,2.428571428571429,0.702731220902536,0.8,,,
gemini-3.1-pro-preview,reverse,x17_neighbor_package,7,5.714285714285714,7.285714285714286,1.5714285714285712,-0.1801874925391118,0.35,,,
gemini-3.1-pro-preview,reverse,x18_failed_recipe,7,3.7142857142857144,14.857142857142858,11.142857142857142,0.8648999641877366,0.9,,,
gemini-3.1-pro-preview,reverse,x19_phone_repair,8,4.75,8.375,3.625,-0.14285714285714285,0.42857142857142855,,,
gemini-3.1-pro-preview,reverse,x20_meeting_disagreement,7,6.428571428571429,9.0,2.571428571428571,0.8571428571428571,0.8571428571428571,,,
gemini-3.1-pro-preview,reverse,x21_early_flight,7,8.571428571428571,9.571428571428571,1.0,-0.03571428571428571,0.47619047619047616,,,
gemini-3.1-pro-preview,reverse,x22_market_purchase,7,4.714285714285714,5.0,0.2857142857142856,0.27028123880866767,0.6,,,
gemini-3.1-pro-preview,reverse,x23_child_birthday,7,7.428571428571429,28.857142857142858,21.42857142857143,0.35714285714285715,0.6190476190476191,,,
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,8,9.875,45.875,36.0,0.8095238095238095,0.8214285714285714,,,
gpt-5.5,minimal,x01_friend_cancel,7,8.428571428571429,16.285714285714285,7.857142857142856,-0.14414999403128942,0.4,,,
gpt-5.5,minimal,x02_team_delay,6,14.166666666666666,16.833333333333332,2.666666666666666,0.08571428571428572,0.6,,,
gpt-5.5,minimal,x03_landlord_update,7,10.571428571428571,21.142857142857142,10.571428571428571,0.8928571428571429,0.9047619047619048,,,
gpt-5.5,minimal,x04_old_photo,7,13.428571428571429,16.0,2.571428571428571,0.6428571428571429,0.7142857142857143,,,
gpt-5.5,minimal,x05_headphones,6,19.666666666666668,37.0,17.333333333333332,-0.2,0.4,,,
gpt-5.5,minimal,x06_meal_delivery,6,17.666666666666668,25.833333333333332,8.166666666666664,0.7142857142857143,0.8,,,
gpt-5.5,minimal,x07_colleague_thanks,6,10.666666666666666,15.833333333333334,5.166666666666668,0.14285714285714285,0.6,,,
gpt-5.5,minimal,x08_weekend_change,7,13.0,20.571428571428573,7.571428571428573,-0.12613124477737825,0.45,,,
gpt-5.5,minimal,x09_bookstore,7,13.714285714285714,20.142857142857142,6.428571428571429,0.8571428571428571,0.8571428571428571,,,
gpt-5.5,minimal,x10_dentist_wait,6,15.833333333333334,30.666666666666668,14.833333333333334,0.8857142857142857,0.8666666666666667,,,
gpt-5.5,minimal,x11_shared_office,7,14.714285714285714,29.142857142857142,14.428571428571429,0.35714285714285715,0.6190476190476191,,,
gpt-5.5,minimal,x12_bus_detour,7,14.0,33.42857142857143,19.42857142857143,0.7857142857142857,0.8571428571428571,,,
gpt-5.5,minimal,x13_small_restaurant,7,17.285714285714285,25.285714285714285,8.0,-0.32433748657040123,0.35,,,
gpt-5.5,minimal,x14_language_class,7,14.142857142857142,16.714285714285715,2.571428571428573,0.5357142857142857,0.6190476190476191,,,
gpt-5.5,minimal,x15_school_pickup,7,15.571428571428571,9.285714285714286,-6.285714285714285,0.8829187134416477,0.9,,,
gpt-5.5,minimal,x16_museum,7,11.0,26.428571428571427,15.428571428571427,-0.03571428571428571,0.5238095238095238,,,
gpt-5.5,minimal,x17_neighbor_package,6,9.5,14.833333333333334,5.333333333333334,0.42857142857142855,0.7333333333333333,,,
gpt-5.5,minimal,x18_failed_recipe,7,12.428571428571429,44.142857142857146,31.714285714285715,0.2857142857142857,0.6190476190476191,,,
gpt-5.5,minimal,x19_phone_repair,6,15.5,27.0,11.5,0.8285714285714286,0.8666666666666667,,,
gpt-5.5,minimal,x20_meeting_disagreement,7,19.428571428571427,17.857142857142858,-1.5714285714285694,-0.036037498507822355,0.5,,,
gpt-5.5,minimal,x21_early_flight,7,18.285714285714285,38.57142857142857,20.285714285714285,0.6785714285714286,0.7142857142857143,,,
gpt-5.5,minimal,x22_market_purchase,7,11.428571428571429,11.714285714285714,0.2857142857142847,0.5714285714285714,0.7142857142857143,,,
gpt-5.5,minimal,x23_child_birthday,7,14.285714285714286,26.0,11.714285714285714,0.75,0.8095238095238095,,,
gpt-5.5,minimal,x24_movie_recommendation,7,14.142857142857142,52.714285714285715,38.57142857142857,0.0,0.5238095238095238,,,
gpt-5.5,original,x01_friend_cancel,7,7.285714285714286,8.142857142857142,0.8571428571428568,0.7142857142857143,0.8095238095238095,,,
gpt-5.5,original,x02_team_delay,6,18.833333333333332,19.333333333333332,0.5,0.4857142857142857,0.6666666666666666,,,
gpt-5.5,original,x03_landlord_update,6,8.666666666666666,13.0,4.333333333333334,0.9428571428571428,0.9333333333333333,,,
gpt-5.5,original,x04_old_photo,7,13.142857142857142,16.714285714285715,3.571428571428573,0.75,0.7619047619047619,,,
gpt-5.5,original,x05_headphones,7,14.0,22.714285714285715,8.714285714285715,0.75,0.8095238095238095,,,
gpt-5.5,original,x06_meal_delivery,7,19.857142857142858,21.428571428571427,1.5714285714285694,0.9285714285714286,0.9047619047619048,,,
gpt-5.5,original,x07_colleague_thanks,6,13.333333333333334,14.166666666666666,0.8333333333333321,0.8857142857142857,0.8666666666666667,,,
gpt-5.5,original,x08_weekend_change,7,12.428571428571429,12.285714285714286,-0.14285714285714235,0.75,0.8095238095238095,,,
gpt-5.5,original,x09_bookstore,7,15.428571428571429,15.857142857142858,0.4285714285714288,0.6785714285714286,0.7619047619047619,,,
gpt-5.5,original,x10_dentist_wait,7,13.428571428571429,15.0,1.5714285714285712,0.6071428571428571,0.7619047619047619,,,
gpt-5.5,original,x11_shared_office,7,16.428571428571427,38.714285714285715,22.28571428571429,0.5357142857142857,0.6666666666666666,,,
gpt-5.5,original,x12_bus_detour,7,15.714285714285714,20.714285714285715,5.000000000000002,0.9642857142857143,0.9523809523809523,,,
gpt-5.5,original,x13_small_restaurant,7,18.142857142857142,48.857142857142854,30.71428571428571,0.21622499104693416,0.6,,,
gpt-5.5,original,x14_language_class,7,15.0,20.285714285714285,5.285714285714285,0.75,0.8095238095238095,,,
gpt-5.5,original,x15_school_pickup,7,9.0,8.0,-1.0,0.8829187134416477,0.9,,,
gpt-5.5,original,x16_museum,7,13.428571428571429,17.0,3.571428571428571,0.7857142857142857,0.8095238095238095,,,
gpt-5.5,original,x17_neighbor_package,7,7.857142857142857,12.571428571428571,4.714285714285714,0.363696483726654,0.631578947368421,,,
gpt-5.5,original,x18_failed_recipe,7,13.285714285714286,33.714285714285715,20.42857142857143,-0.10714285714285714,0.47619047619047616,,,
gpt-5.5,original,x19_phone_repair,7,17.428571428571427,24.285714285714285,6.857142857142858,0.8928571428571429,0.8571428571428571,,,
gpt-5.5,original,x20_meeting_disagreement,7,17.428571428571427,18.857142857142858,1.4285714285714306,0.21428571428571427,0.5714285714285714,,,
gpt-5.5,original,x21_early_flight,7,19.428571428571427,27.714285714285715,8.285714285714288,0.4642857142857143,0.7619047619047619,,,
gpt-5.5,original,x22_market_purchase,7,9.571428571428571,20.857142857142858,11.285714285714286,0.8829187134416477,0.9,,,
gpt-5.5,original,x23_child_birthday,7,14.142857142857142,24.857142857142858,10.714285714285715,0.5714285714285714,0.7142857142857143,,,
gpt-5.5,original,x24_movie_recommendation,7,20.571428571428573,26.142857142857142,5.571428571428569,0.5946187253790689,0.75,,,
gpt-5.5,paraphrase,x01_friend_cancel,7,9.0,6.714285714285714,-2.2857142857142856,0.6306562238868912,0.7,,,
gpt-5.5,paraphrase,x02_team_delay,6,9.833333333333334,13.833333333333334,4.0,0.9428571428571428,0.9333333333333333,,,
gpt-5.5,paraphrase,x03_landlord_update,6,7.666666666666667,11.166666666666666,3.499999999999999,0.8508410434878083,0.9166666666666666,,,
gpt-5.5,paraphrase,x04_old_photo,7,6.857142857142857,9.142857142857142,2.2857142857142856,0.4403855060505442,0.7368421052631579,,,
gpt-5.5,paraphrase,x05_headphones,6,11.833333333333334,15.0,3.166666666666666,0.6,0.7333333333333333,,,
gpt-5.5,paraphrase,x06_meal_delivery,6,11.5,18.166666666666668,6.666666666666668,0.8857142857142857,0.8666666666666667,,,
gpt-5.5,paraphrase,x07_colleague_thanks,6,6.666666666666667,10.5,3.833333333333333,0.9276336570439175,0.9285714285714286,,,
gpt-5.5,paraphrase,x08_weekend_change,7,8.142857142857142,12.428571428571429,4.2857142857142865,0.8928571428571429,0.9047619047619048,,,
gpt-5.5,paraphrase,x09_bookstore,7,16.0,10.142857142857142,-5.857142857142858,0.12613124477737825,0.55,,,
gpt-5.5,paraphrase,x10_dentist_wait,6,13.333333333333334,17.833333333333332,4.499999999999998,0.08571428571428572,0.5333333333333333,,,
gpt-5.5,paraphrase,x11_shared_office,6,13.166666666666666,18.0,4.833333333333334,0.550782483869826,0.7142857142857143,,,
gpt-5.5,paraphrase,x12_bus_detour,6,10.666666666666666,17.666666666666668,7.000000000000002,0.2,0.5333333333333333,,,
gpt-5.5,paraphrase,x13_small_restaurant,7,16.571428571428573,21.857142857142858,5.285714285714285,0.10714285714285714,0.5238095238095238,,,
gpt-5.5,paraphrase,x14_language_class,7,16.0,15.0,-1.0,0.75,0.8095238095238095,,,
gpt-5.5,paraphrase,x15_school_pickup,7,5.571428571428571,10.857142857142858,5.2857142857142865,0.8073734277593311,0.8333333333333334,,,
gpt-5.5,paraphrase,x16_museum,7,12.0,13.428571428571429,1.4285714285714288,0.7387687194103584,0.8,,,
gpt-5.5,paraphrase,x17_neighbor_package,6,11.5,7.166666666666667,-4.333333333333333,0.4058397249567139,0.6428571428571429,,,
gpt-5.5,paraphrase,x18_failed_recipe,6,10.5,30.666666666666668,20.166666666666668,0.6,0.7333333333333333,,,
gpt-5.5,paraphrase,x19_phone_repair,7,12.857142857142858,15.857142857142858,3.0,1.0,1.0,,,
gpt-5.5,paraphrase,x20_meeting_disagreement,8,14.5,25.625,11.125,0.21428571428571427,0.6071428571428571,,,
gpt-5.5,paraphrase,x21_early_flight,7,15.0,20.285714285714285,5.285714285714285,0.6071428571428571,0.7619047619047619,,,
gpt-5.5,paraphrase,x22_market_purchase,7,15.0,15.0,0.0,0.900937462695559,0.9,,,
gpt-5.5,paraphrase,x23_child_birthday,7,20.285714285714285,14.0,-6.285714285714285,0.9642857142857143,0.9523809523809523,,,
gpt-5.5,paraphrase,x24_movie_recommendation,6,17.333333333333332,12.166666666666666,-5.166666666666666,0.02857142857142857,0.4666666666666667,,,
gpt-5.5,reverse,x01_friend_cancel,7,4.857142857142857,7.142857142857143,2.2857142857142865,1.0,1.0,,,
gpt-5.5,reverse,x02_team_delay,6,11.5,11.5,0.0,0.8857142857142857,0.8666666666666667,,,
gpt-5.5,reverse,x03_landlord_update,6,7.166666666666667,9.5,2.333333333333333,0.3768511731740915,0.6428571428571429,,,
gpt-5.5,reverse,x04_old_photo,7,8.0,13.285714285714286,5.2857142857142865,0.7857142857142857,0.8095238095238095,,,
gpt-5.5,reverse,x05_headphones,7,8.0,11.571428571428571,3.571428571428571,0.30631873731649006,0.55,,,
gpt-5.5,reverse,x06_meal_delivery,7,11.571428571428571,11.714285714285714,0.14285714285714235,0.9910312089651149,1.0,,,
gpt-5.5,reverse,x07_colleague_thanks,6,8.666666666666666,7.833333333333333,-0.833333333333333,0.9428571428571428,0.9333333333333333,,,
gpt-5.5,reverse,x08_weekend_change,6,7.166666666666667,9.333333333333334,2.166666666666667,0.7714285714285715,0.8,,,
gpt-5.5,reverse,x09_bookstore,7,7.857142857142857,8.142857142857142,0.2857142857142856,0.4444444444444444,0.7368421052631579,,,
gpt-5.5,reverse,x10_dentist_wait,6,9.5,12.0,2.5,0.5217939320872036,0.7142857142857143,,,
gpt-5.5,reverse,x11_shared_office,7,8.285714285714286,9.0,0.7142857142857135,0.39285714285714285,0.6666666666666666,,,
gpt-5.5,reverse,x12_bus_detour,7,9.428571428571429,8.428571428571429,-1.0,0.35454545454545455,0.631578947368421,,,
gpt-5.5,reverse,x13_small_restaurant,7,10.0,9.857142857142858,-0.14285714285714235,0.14547859349066158,0.5263157894736842,,,
gpt-5.5,reverse,x14_language_class,7,9.0,11.571428571428571,2.571428571428571,0.4865062298556018,0.65,,,
gpt-5.5,reverse,x15_school_pickup,7,8.142857142857142,8.0,-0.14285714285714235,0.7857142857142857,0.8095238095238095,,,
gpt-5.5,reverse,x16_museum,7,9.428571428571429,12.0,2.571428571428571,0.7387687194103584,0.8,,,
gpt-5.5,reverse,x17_neighbor_package,7,7.285714285714286,9.571428571428571,2.2857142857142856,0.8108437164260031,0.8,,,
gpt-5.5,reverse,x18_failed_recipe,7,8.857142857142858,16.0,7.142857142857142,0.5714285714285714,0.7142857142857143,,,
gpt-5.5,reverse,x19_phone_repair,7,12.142857142857142,11.0,-1.1428571428571423,0.7142857142857143,0.8095238095238095,,,
gpt-5.5,reverse,x20_meeting_disagreement,7,13.428571428571429,14.0,0.5714285714285712,0.5225437283634242,0.7,,,
gpt-5.5,reverse,x21_early_flight,7,12.0,7.857142857142857,-4.142857142857143,0.29095718698132317,0.631578947368421,,,
gpt-5.5,reverse,x22_market_purchase,6,8.833333333333334,8.5,-0.3333333333333339,0.9428571428571428,0.9333333333333333,,,
gpt-5.5,reverse,x23_child_birthday,7,11.571428571428571,11.571428571428571,0.0,0.11818181818181818,0.5789473684210527,,,
gpt-5.5,reverse,x24_movie_recommendation,6,8.666666666666666,11.0,2.333333333333334,0.42857142857142855,0.6,,,
