model_id,question_id,family,sentence_index,live_score,post_score,replay_score
claude-opus-5,p095,misconceptions,0,12,14,
claude-opus-5,p095,misconceptions,1,20,20,
claude-opus-5,p095,misconceptions,2,45,48,
claude-opus-5,p095,misconceptions,3,30,40,
claude-opus-5,p095,misconceptions,4,42,52,
claude-opus-5,p095,misconceptions,5,35,35,
claude-opus-5,p095,misconceptions,6,33,25,
claude-opus-5,p095,misconceptions,7,15,18,
claude-opus-5,p096,misconceptions,0,12,12,
claude-opus-5,p096,misconceptions,1,30,22,
claude-opus-5,p096,misconceptions,2,25,25,
claude-opus-5,p096,misconceptions,3,45,18,
claude-opus-5,p096,misconceptions,4,35,15,
claude-opus-5,p096,misconceptions,5,40,20,
claude-opus-5,p096,misconceptions,6,33,14,
claude-opus-5,p099,misconceptions,0,18,12,
claude-opus-5,p099,misconceptions,1,25,18,
claude-opus-5,p099,misconceptions,2,30,26,
claude-opus-5,p099,misconceptions,3,45,32,
claude-opus-5,p099,misconceptions,4,50,41,
claude-opus-5,p099,misconceptions,5,62,49,
claude-opus-5,p099,misconceptions,6,35,30,
claude-opus-5,p099,misconceptions,7,15,8,
deepseek-v3.2,p001,history,0,20,,
deepseek-v3.2,p001,history,1,10,,
deepseek-v3.2,p001,history,2,5,,
deepseek-v3.2,p001,history,3,2,,
deepseek-v3.2,p001,history,4,15,,
deepseek-v3.2,p001,history,5,10,,
deepseek-v3.2,p001,history,6,25,,
deepseek-v3.2,p002,history,0,5,15,
deepseek-v3.2,p002,history,1,10,25,
deepseek-v3.2,p002,history,2,15,40,
deepseek-v3.2,p002,history,3,20,20,
deepseek-v3.2,p002,history,4,25,35,
deepseek-v3.2,p002,history,5,30,50,
deepseek-v3.2,p002,history,6,35,30,
deepseek-v3.2,p003,history,0,15,,
deepseek-v3.2,p003,history,1,10,,
deepseek-v3.2,p003,history,2,20,,
deepseek-v3.2,p003,history,3,25,,
deepseek-v3.2,p003,history,4,30,,
deepseek-v3.2,p003,history,5,25,,
deepseek-v3.2,p003,history,6,15,,
deepseek-v3.2,p004,history,0,10,15,
deepseek-v3.2,p004,history,1,15,20,
deepseek-v3.2,p004,history,2,20,25,
deepseek-v3.2,p004,history,3,5,10,
deepseek-v3.2,p004,history,4,25,5,
deepseek-v3.2,p004,history,5,30,30,
deepseek-v3.2,p004,history,6,15,10,
deepseek-v3.2,p004,history,7,10,40,
deepseek-v3.2,p012,science,0,10,,
deepseek-v3.2,p012,science,1,15,,
deepseek-v3.2,p012,science,2,20,,
deepseek-v3.2,p012,science,3,5,,
deepseek-v3.2,p012,science,4,15,,
deepseek-v3.2,p012,science,5,5,,
deepseek-v3.2,p012,science,6,25,,
deepseek-v3.2,p012,science,7,0,,
deepseek-v3.2,p013,science,0,5,,
deepseek-v3.2,p013,science,1,15,,
deepseek-v3.2,p013,science,2,25,,
deepseek-v3.2,p013,science,3,10,,
deepseek-v3.2,p013,science,4,35,,
deepseek-v3.2,p013,science,5,20,,
deepseek-v3.2,p013,science,6,30,,
deepseek-v3.2,p013,science,7,5,,
deepseek-v3.2,p018,science,0,5,,
deepseek-v3.2,p018,science,1,25,,
deepseek-v3.2,p018,science,2,35,,
deepseek-v3.2,p018,science,3,30,,
deepseek-v3.2,p018,science,4,25,,
deepseek-v3.2,p018,science,5,20,,
deepseek-v3.2,p018,science,6,15,,
deepseek-v3.2,p018,science,7,10,,
deepseek-v3.2,p025,biology_medicine,0,15,5,
deepseek-v3.2,p025,biology_medicine,1,40,10,
deepseek-v3.2,p025,biology_medicine,2,65,20,
deepseek-v3.2,p025,biology_medicine,3,70,25,
deepseek-v3.2,p025,biology_medicine,4,75,30,
deepseek-v3.2,p025,biology_medicine,5,20,15,
deepseek-v3.2,p025,biology_medicine,6,30,10,
deepseek-v3.2,p027,biology_medicine,0,5,10,
deepseek-v3.2,p027,biology_medicine,1,15,15,
deepseek-v3.2,p027,biology_medicine,2,25,25,
deepseek-v3.2,p027,biology_medicine,3,30,30,
deepseek-v3.2,p027,biology_medicine,4,20,20,
deepseek-v3.2,p027,biology_medicine,5,10,15,
deepseek-v3.2,p027,biology_medicine,6,5,5,
deepseek-v3.2,p029,biology_medicine,0,5,10,
deepseek-v3.2,p029,biology_medicine,1,15,40,
deepseek-v3.2,p029,biology_medicine,2,10,35,
deepseek-v3.2,p029,biology_medicine,3,20,45,
deepseek-v3.2,p029,biology_medicine,4,5,20,
deepseek-v3.2,p029,biology_medicine,5,25,55,
deepseek-v3.2,p029,biology_medicine,6,0,30,
deepseek-v3.2,p034,technology,0,5,,
deepseek-v3.2,p034,technology,1,10,,
deepseek-v3.2,p034,technology,2,15,,
deepseek-v3.2,p034,technology,3,10,,
deepseek-v3.2,p034,technology,4,20,,
deepseek-v3.2,p034,technology,5,25,,
deepseek-v3.2,p034,technology,6,10,,
deepseek-v3.2,p034,technology,7,35,,
deepseek-v3.2,p035,technology,0,15,,
deepseek-v3.2,p035,technology,1,25,,
deepseek-v3.2,p035,technology,2,20,,
deepseek-v3.2,p035,technology,3,30,,
deepseek-v3.2,p035,technology,4,40,,
deepseek-v3.2,p035,technology,5,25,,
deepseek-v3.2,p035,technology,6,20,,
deepseek-v3.2,p040,technology,0,5,15,
deepseek-v3.2,p040,technology,1,12,35,
deepseek-v3.2,p040,technology,2,8,25,
deepseek-v3.2,p040,technology,3,2,30,
deepseek-v3.2,p040,technology,4,15,45,
deepseek-v3.2,p040,technology,5,10,40,
deepseek-v3.2,p040,technology,6,3,20,
deepseek-v3.2,p042,economics,0,15,,
deepseek-v3.2,p042,economics,1,25,,
deepseek-v3.2,p042,economics,2,10,,
deepseek-v3.2,p042,economics,3,20,,
deepseek-v3.2,p042,economics,4,35,,
deepseek-v3.2,p042,economics,5,5,,
deepseek-v3.2,p042,economics,6,40,,
deepseek-v3.2,p042,economics,7,0,,
deepseek-v3.2,p044,economics,0,15,15,20
deepseek-v3.2,p044,economics,1,25,35,30
deepseek-v3.2,p044,economics,2,10,10,25
deepseek-v3.2,p044,economics,3,5,5,
deepseek-v3.2,p044,economics,4,10,25,
deepseek-v3.2,p044,economics,5,20,40,
deepseek-v3.2,p044,economics,6,5,70,
deepseek-v3.2,p045,economics,0,5,,
deepseek-v3.2,p045,economics,1,3,,
deepseek-v3.2,p045,economics,2,10,,
deepseek-v3.2,p045,economics,3,15,,
deepseek-v3.2,p045,economics,4,25,,
deepseek-v3.2,p045,economics,5,12,,
deepseek-v3.2,p045,economics,6,8,,
deepseek-v3.2,p046,economics,0,10,15,
deepseek-v3.2,p046,economics,1,25,35,
deepseek-v3.2,p046,economics,2,5,20,
deepseek-v3.2,p046,economics,3,15,25,
deepseek-v3.2,p046,economics,4,30,40,
deepseek-v3.2,p046,economics,5,20,30,
deepseek-v3.2,p046,economics,6,15,25,
deepseek-v3.2,p052,geography,0,15,20,
deepseek-v3.2,p052,geography,1,25,25,
deepseek-v3.2,p052,geography,2,10,40,
deepseek-v3.2,p052,geography,3,5,45,
deepseek-v3.2,p052,geography,4,5,50,
deepseek-v3.2,p052,geography,5,20,15,
deepseek-v3.2,p052,geography,6,30,35,
deepseek-v3.2,p054,geography,0,5,5,
deepseek-v3.2,p054,geography,1,15,20,
deepseek-v3.2,p054,geography,2,20,30,
deepseek-v3.2,p054,geography,3,25,25,
deepseek-v3.2,p054,geography,4,10,15,
deepseek-v3.2,p054,geography,5,30,35,
deepseek-v3.2,p054,geography,6,20,10,
deepseek-v3.2,p060,geography,0,5,15,
deepseek-v3.2,p060,geography,1,10,40,
deepseek-v3.2,p060,geography,2,25,20,
deepseek-v3.2,p060,geography,3,40,35,
deepseek-v3.2,p060,geography,4,15,25,
deepseek-v3.2,p060,geography,5,20,30,
deepseek-v3.2,p060,geography,6,25,30,
deepseek-v3.2,p060,geography,7,30,25,
deepseek-v3.2,p065,food_culture,0,10,15,
deepseek-v3.2,p065,food_culture,1,25,40,
deepseek-v3.2,p065,food_culture,2,15,25,
deepseek-v3.2,p065,food_culture,3,5,10,
deepseek-v3.2,p065,food_culture,4,30,55,
deepseek-v3.2,p065,food_culture,5,20,70,
deepseek-v3.2,p065,food_culture,6,5,5,
deepseek-v3.2,p068,food_culture,0,5,15,
deepseek-v3.2,p068,food_culture,1,8,25,
deepseek-v3.2,p068,food_culture,2,15,40,
deepseek-v3.2,p068,food_culture,3,12,55,
deepseek-v3.2,p068,food_culture,4,20,65,
deepseek-v3.2,p068,food_culture,5,10,60,
deepseek-v3.2,p068,food_culture,6,7,30,
deepseek-v3.2,p071,language,0,15,25,
deepseek-v3.2,p071,language,1,30,45,
deepseek-v3.2,p071,language,2,25,65,
deepseek-v3.2,p071,language,3,20,60,
deepseek-v3.2,p071,language,4,15,55,
deepseek-v3.2,p071,language,5,10,15,
deepseek-v3.2,p071,language,6,20,70,
deepseek-v3.2,p071,language,7,35,75,
deepseek-v3.2,p073,language,0,15,10,
deepseek-v3.2,p073,language,1,45,15,
deepseek-v3.2,p073,language,2,25,25,
deepseek-v3.2,p073,language,3,20,30,
deepseek-v3.2,p073,language,4,5,15,
deepseek-v3.2,p073,language,5,35,20,
deepseek-v3.2,p073,language,6,10,25,
deepseek-v3.2,p073,language,7,15,35,
deepseek-v3.2,p077,language,0,25,15,
deepseek-v3.2,p077,language,1,15,25,
deepseek-v3.2,p077,language,2,30,10,
deepseek-v3.2,p077,language,3,35,20,
deepseek-v3.2,p077,language,4,25,30,
deepseek-v3.2,p077,language,5,20,35,
deepseek-v3.2,p077,language,6,5,5,
deepseek-v3.2,p082,arts_culture,0,10,20,
deepseek-v3.2,p082,arts_culture,1,25,10,
deepseek-v3.2,p082,arts_culture,2,20,25,
deepseek-v3.2,p082,arts_culture,3,5,45,
deepseek-v3.2,p082,arts_culture,4,15,30,
deepseek-v3.2,p082,arts_culture,5,15,15,
deepseek-v3.2,p082,arts_culture,6,0,5,
deepseek-v3.2,p084,arts_culture,0,5,,
deepseek-v3.2,p084,arts_culture,1,10,,
deepseek-v3.2,p084,arts_culture,2,15,,
deepseek-v3.2,p084,arts_culture,3,20,,
deepseek-v3.2,p084,arts_culture,4,25,,
deepseek-v3.2,p084,arts_culture,5,30,,
deepseek-v3.2,p084,arts_culture,6,35,,
deepseek-v3.2,p095,misconceptions,0,10,10,
deepseek-v3.2,p095,misconceptions,1,25,55,
deepseek-v3.2,p095,misconceptions,2,5,30,
deepseek-v3.2,p095,misconceptions,3,15,70,
deepseek-v3.2,p095,misconceptions,4,5,60,
deepseek-v3.2,p095,misconceptions,5,10,65,
deepseek-v3.2,p095,misconceptions,6,20,25,
deepseek-v3.2,p095,misconceptions,7,15,15,
deepseek-v4-flash,p001,history,0,10,35,5
deepseek-v4-flash,p001,history,1,20,20,8
deepseek-v4-flash,p001,history,2,15,10,12
deepseek-v4-flash,p001,history,3,25,25,15
deepseek-v4-flash,p001,history,4,40,30,20
deepseek-v4-flash,p001,history,5,30,15,18
deepseek-v4-flash,p002,history,0,30,15,
deepseek-v4-flash,p002,history,1,10,5,
deepseek-v4-flash,p002,history,2,20,30,
deepseek-v4-flash,p002,history,3,15,20,
deepseek-v4-flash,p002,history,4,25,25,
deepseek-v4-flash,p002,history,5,10,5,
deepseek-v4-flash,p002,history,6,20,10,
deepseek-v4-flash,p003,history,0,10,15,
deepseek-v4-flash,p003,history,1,15,20,
deepseek-v4-flash,p003,history,2,20,30,
deepseek-v4-flash,p003,history,3,25,35,
deepseek-v4-flash,p003,history,4,20,30,
deepseek-v4-flash,p003,history,5,15,25,
deepseek-v4-flash,p004,history,0,20,15,
deepseek-v4-flash,p004,history,1,15,20,
deepseek-v4-flash,p004,history,2,25,25,
deepseek-v4-flash,p004,history,3,30,20,
deepseek-v4-flash,p004,history,4,35,30,
deepseek-v4-flash,p004,history,5,40,25,
deepseek-v4-flash,p015,science,0,5,10,
deepseek-v4-flash,p015,science,1,10,15,
deepseek-v4-flash,p015,science,2,20,30,
deepseek-v4-flash,p015,science,3,5,5,
deepseek-v4-flash,p015,science,4,15,15,
deepseek-v4-flash,p015,science,5,10,10,
deepseek-v4-flash,p018,science,0,5,5,
deepseek-v4-flash,p018,science,1,10,10,
deepseek-v4-flash,p018,science,2,15,20,
deepseek-v4-flash,p018,science,3,12,30,
deepseek-v4-flash,p018,science,4,20,40,
deepseek-v4-flash,p018,science,5,8,15,
deepseek-v4-flash,p018,science,6,6,5,
deepseek-v4-flash,p021,biology_medicine,0,15,20,
deepseek-v4-flash,p021,biology_medicine,1,20,20,
deepseek-v4-flash,p021,biology_medicine,2,25,10,
deepseek-v4-flash,p021,biology_medicine,3,30,25,
deepseek-v4-flash,p021,biology_medicine,4,35,10,
deepseek-v4-flash,p021,biology_medicine,5,40,5,
deepseek-v4-flash,p021,biology_medicine,6,45,15,
deepseek-v4-flash,p021,biology_medicine,7,50,5,
deepseek-v4-flash,p027,biology_medicine,0,5,5,
deepseek-v4-flash,p027,biology_medicine,1,15,5,
deepseek-v4-flash,p027,biology_medicine,2,25,15,
deepseek-v4-flash,p027,biology_medicine,3,35,10,
deepseek-v4-flash,p027,biology_medicine,4,20,5,
deepseek-v4-flash,p027,biology_medicine,5,10,5,
deepseek-v4-flash,p027,biology_medicine,6,5,5,
deepseek-v4-flash,p029,biology_medicine,0,15,5,
deepseek-v4-flash,p029,biology_medicine,1,20,15,
deepseek-v4-flash,p029,biology_medicine,2,25,25,
deepseek-v4-flash,p029,biology_medicine,3,30,20,
deepseek-v4-flash,p029,biology_medicine,4,35,30,
deepseek-v4-flash,p029,biology_medicine,5,40,15,
deepseek-v4-flash,p029,biology_medicine,6,25,5,
deepseek-v4-flash,p034,technology,0,5,10,
deepseek-v4-flash,p034,technology,1,10,5,
deepseek-v4-flash,p034,technology,2,20,15,
deepseek-v4-flash,p034,technology,3,15,10,
deepseek-v4-flash,p034,technology,4,25,15,
deepseek-v4-flash,p034,technology,5,10,10,
deepseek-v4-flash,p034,technology,6,15,10,
deepseek-v4-flash,p035,technology,0,10,5,
deepseek-v4-flash,p035,technology,1,8,10,
deepseek-v4-flash,p035,technology,2,12,15,
deepseek-v4-flash,p035,technology,3,15,20,
deepseek-v4-flash,p035,technology,4,20,30,
deepseek-v4-flash,p035,technology,5,6,25,
deepseek-v4-flash,p040,technology,0,8,5,
deepseek-v4-flash,p040,technology,1,12,4,
deepseek-v4-flash,p040,technology,2,5,3,
deepseek-v4-flash,p040,technology,3,15,8,
deepseek-v4-flash,p040,technology,4,10,6,
deepseek-v4-flash,p040,technology,5,8,7,
deepseek-v4-flash,p042,economics,0,10,8,5
deepseek-v4-flash,p042,economics,1,15,12,10
deepseek-v4-flash,p042,economics,2,25,15,15
deepseek-v4-flash,p042,economics,3,20,20,20
deepseek-v4-flash,p042,economics,4,30,25,25
deepseek-v4-flash,p042,economics,5,15,10,30
deepseek-v4-flash,p044,economics,0,20,10,5
deepseek-v4-flash,p044,economics,1,30,20,15
deepseek-v4-flash,p044,economics,2,35,15,15
deepseek-v4-flash,p044,economics,3,40,10,15
deepseek-v4-flash,p044,economics,4,45,10,10
deepseek-v4-flash,p044,economics,5,50,5,10
deepseek-v4-flash,p045,economics,0,20,2,
deepseek-v4-flash,p045,economics,1,35,8,
deepseek-v4-flash,p045,economics,2,15,5,
deepseek-v4-flash,p045,economics,3,30,15,
deepseek-v4-flash,p045,economics,4,25,3,
deepseek-v4-flash,p045,economics,5,40,4,
deepseek-v4-flash,p046,economics,0,5,5,
deepseek-v4-flash,p046,economics,1,8,10,
deepseek-v4-flash,p046,economics,2,10,12,
deepseek-v4-flash,p046,economics,3,7,20,
deepseek-v4-flash,p046,economics,4,12,15,
deepseek-v4-flash,p046,economics,5,6,5,
deepseek-v4-flash,p052,geography,0,10,5,
deepseek-v4-flash,p052,geography,1,15,2,
deepseek-v4-flash,p052,geography,2,30,10,
deepseek-v4-flash,p052,geography,3,50,8,
deepseek-v4-flash,p052,geography,4,40,20,
deepseek-v4-flash,p052,geography,5,5,1,
deepseek-v4-flash,p054,geography,0,20,10,
deepseek-v4-flash,p054,geography,1,30,20,
deepseek-v4-flash,p054,geography,2,40,40,
deepseek-v4-flash,p054,geography,3,35,35,
deepseek-v4-flash,p054,geography,4,25,15,
deepseek-v4-flash,p054,geography,5,30,10,
deepseek-v4-flash,p056,geography,0,10,5,
deepseek-v4-flash,p056,geography,1,15,10,
deepseek-v4-flash,p056,geography,2,20,20,
deepseek-v4-flash,p056,geography,3,25,20,
deepseek-v4-flash,p056,geography,4,10,10,
deepseek-v4-flash,p056,geography,5,5,5,
