model_id,question_id,family,condition,sentence_index,score
claude-opus-5,p012,science,live,1,18
claude-opus-5,p012,science,post,1,12
claude-opus-5,p012,science,live,2,30
claude-opus-5,p012,science,post,2,25
claude-opus-5,p012,science,live,3,35
claude-opus-5,p012,science,post,3,30
claude-opus-5,p012,science,live,4,33
claude-opus-5,p012,science,post,4,22
claude-opus-5,p012,science,live,5,45
claude-opus-5,p012,science,post,5,35
claude-opus-5,p012,science,live,6,30
claude-opus-5,p012,science,post,6,28
claude-opus-5,p012,science,live,7,15
claude-opus-5,p012,science,post,7,10
claude-opus-5,p013,science,live,0,12
claude-opus-5,p013,science,post,0,8
claude-opus-5,p013,science,live,1,25
claude-opus-5,p013,science,post,1,22
claude-opus-5,p013,science,live,2,45
claude-opus-5,p013,science,post,2,45
claude-opus-5,p013,science,live,3,40
claude-opus-5,p013,science,post,3,35
claude-opus-5,p013,science,live,4,55
claude-opus-5,p013,science,post,4,40
claude-opus-5,p013,science,live,5,48
claude-opus-5,p013,science,post,5,30
claude-opus-5,p013,science,live,6,18
claude-opus-5,p013,science,post,6,10
claude-opus-5,p015,science,live,0,25
claude-opus-5,p015,science,post,0,22
claude-opus-5,p015,science,live,1,55
claude-opus-5,p015,science,post,1,45
claude-opus-5,p015,science,live,2,70
claude-opus-5,p015,science,post,2,55
claude-opus-5,p015,science,live,3,45
claude-opus-5,p015,science,post,3,40
claude-opus-5,p015,science,live,4,40
claude-opus-5,p015,science,post,4,35
claude-opus-5,p015,science,live,5,55
claude-opus-5,p015,science,post,5,50
claude-opus-5,p015,science,live,6,30
claude-opus-5,p015,science,post,6,48
claude-opus-5,p018,science,live,0,12
claude-opus-5,p018,science,post,0,12
claude-opus-5,p018,science,live,1,20
claude-opus-5,p018,science,post,1,10
claude-opus-5,p018,science,live,2,45
claude-opus-5,p018,science,post,2,25
claude-opus-5,p018,science,live,3,40
claude-opus-5,p018,science,post,3,30
claude-opus-5,p018,science,live,4,35
claude-opus-5,p018,science,post,4,22
claude-opus-5,p018,science,live,5,38
claude-opus-5,p018,science,post,5,28
claude-opus-5,p018,science,live,6,55
claude-opus-5,p018,science,post,6,40
claude-opus-5,p018,science,live,7,15
claude-opus-5,p018,science,post,7,15
claude-opus-5,p021,biology_medicine,live,0,12
claude-opus-5,p021,biology_medicine,post,0,12
claude-opus-5,p021,biology_medicine,live,1,18
claude-opus-5,p021,biology_medicine,post,1,10
claude-opus-5,p021,biology_medicine,live,2,30
claude-opus-5,p021,biology_medicine,post,2,22
claude-opus-5,p021,biology_medicine,live,3,42
claude-opus-5,p021,biology_medicine,post,3,38
claude-opus-5,p021,biology_medicine,live,4,38
claude-opus-5,p021,biology_medicine,post,4,30
claude-opus-5,p021,biology_medicine,live,5,35
claude-opus-5,p021,biology_medicine,post,5,25
claude-opus-5,p021,biology_medicine,live,6,15
claude-opus-5,p021,biology_medicine,post,6,8
claude-opus-5,p025,biology_medicine,live,0,18
claude-opus-5,p025,biology_medicine,post,0,18
claude-opus-5,p025,biology_medicine,live,1,25
claude-opus-5,p025,biology_medicine,post,1,15
claude-opus-5,p025,biology_medicine,live,2,40
claude-opus-5,p025,biology_medicine,post,2,35
claude-opus-5,p025,biology_medicine,live,3,35
claude-opus-5,p025,biology_medicine,post,3,30
claude-opus-5,p025,biology_medicine,live,4,30
claude-opus-5,p025,biology_medicine,post,4,32
claude-opus-5,p025,biology_medicine,live,5,22
claude-opus-5,p025,biology_medicine,post,5,25
claude-opus-5,p025,biology_medicine,live,6,15
claude-opus-5,p025,biology_medicine,post,6,12
claude-opus-5,p027,biology_medicine,live,0,18
claude-opus-5,p027,biology_medicine,post,0,22
claude-opus-5,p027,biology_medicine,live,1,35
claude-opus-5,p027,biology_medicine,post,1,34
claude-opus-5,p027,biology_medicine,live,2,55
claude-opus-5,p027,biology_medicine,post,2,46
claude-opus-5,p027,biology_medicine,live,3,40
claude-opus-5,p027,biology_medicine,post,3,25
claude-opus-5,p027,biology_medicine,live,4,62
claude-opus-5,p027,biology_medicine,post,4,42
claude-opus-5,p027,biology_medicine,live,5,48
claude-opus-5,p027,biology_medicine,post,5,28
claude-opus-5,p027,biology_medicine,live,6,52
claude-opus-5,p027,biology_medicine,post,6,52
claude-opus-5,p027,biology_medicine,live,7,45
claude-opus-5,p027,biology_medicine,post,7,38
claude-opus-5,p029,biology_medicine,live,0,12
claude-opus-5,p029,biology_medicine,post,0,12
claude-opus-5,p029,biology_medicine,live,1,35
claude-opus-5,p029,biology_medicine,post,1,30
claude-opus-5,p029,biology_medicine,live,2,68
claude-opus-5,p029,biology_medicine,post,2,55
claude-opus-5,p029,biology_medicine,live,3,72
claude-opus-5,p029,biology_medicine,post,3,50
claude-opus-5,p029,biology_medicine,live,4,30
claude-opus-5,p029,biology_medicine,post,4,25
claude-opus-5,p029,biology_medicine,live,5,45
claude-opus-5,p029,biology_medicine,post,5,35
claude-opus-5,p029,biology_medicine,live,6,22
claude-opus-5,p029,biology_medicine,post,6,20
claude-opus-5,p033,technology,live,0,22
claude-opus-5,p033,technology,post,0,18
claude-opus-5,p033,technology,live,1,15
claude-opus-5,p033,technology,post,1,12
claude-opus-5,p033,technology,live,2,45
claude-opus-5,p033,technology,post,2,35
claude-opus-5,p033,technology,live,3,55
claude-opus-5,p033,technology,post,3,42
claude-opus-5,p033,technology,live,4,48
claude-opus-5,p033,technology,post,4,33
claude-opus-5,p033,technology,live,5,38
claude-opus-5,p033,technology,post,5,28
claude-opus-5,p033,technology,live,6,30
claude-opus-5,p033,technology,post,6,15
claude-opus-5,p034,technology,live,0,12
claude-opus-5,p034,technology,post,0,8
claude-opus-5,p034,technology,live,1,30
claude-opus-5,p034,technology,post,1,30
claude-opus-5,p034,technology,live,2,35
claude-opus-5,p034,technology,post,2,35
claude-opus-5,p034,technology,live,3,28
claude-opus-5,p034,technology,post,3,33
claude-opus-5,p034,technology,live,4,33
claude-opus-5,p034,technology,post,4,40
claude-opus-5,p034,technology,live,5,22
claude-opus-5,p034,technology,post,5,22
claude-opus-5,p034,technology,live,6,20
claude-opus-5,p034,technology,post,6,28
claude-opus-5,p035,technology,live,0,22
claude-opus-5,p035,technology,post,0,22
claude-opus-5,p035,technology,live,1,34
claude-opus-5,p035,technology,post,1,35
claude-opus-5,p035,technology,live,2,30
claude-opus-5,p035,technology,post,2,30
claude-opus-5,p035,technology,live,3,26
claude-opus-5,p035,technology,post,3,28
claude-opus-5,p035,technology,live,4,31
claude-opus-5,p035,technology,post,4,40
claude-opus-5,p035,technology,live,5,19
claude-opus-5,p035,technology,post,5,12
claude-opus-5,p035,technology,live,6,15
claude-opus-5,p035,technology,post,6,8
claude-opus-5,p040,technology,live,0,35
claude-opus-5,p040,technology,post,0,18
claude-opus-5,p040,technology,live,1,30
claude-opus-5,p040,technology,post,1,12
claude-opus-5,p040,technology,live,2,40
claude-opus-5,p040,technology,post,2,20
claude-opus-5,p040,technology,live,3,45
claude-opus-5,p040,technology,post,3,25
claude-opus-5,p040,technology,live,4,50
claude-opus-5,p040,technology,post,4,38
claude-opus-5,p040,technology,live,5,55
claude-opus-5,p040,technology,post,5,40
claude-opus-5,p040,technology,live,6,30
claude-opus-5,p040,technology,post,6,15
claude-opus-5,p042,economics,live,0,18
claude-opus-5,p042,economics,post,0,22
claude-opus-5,p042,economics,replay,0,28
claude-opus-5,p042,economics,live,1,22
claude-opus-5,p042,economics,post,1,15
claude-opus-5,p042,economics,replay,1,19
claude-opus-5,p042,economics,live,2,35
claude-opus-5,p042,economics,post,2,35
claude-opus-5,p042,economics,replay,2,32
claude-opus-5,p042,economics,live,3,42
claude-opus-5,p042,economics,post,3,45
claude-opus-5,p042,economics,replay,3,38
claude-opus-5,p042,economics,live,4,48
claude-opus-5,p042,economics,post,4,55
claude-opus-5,p042,economics,replay,4,45
claude-opus-5,p042,economics,live,5,45
claude-opus-5,p042,economics,post,5,50
claude-opus-5,p042,economics,replay,5,42
claude-opus-5,p042,economics,live,6,40
claude-opus-5,p042,economics,post,6,40
claude-opus-5,p042,economics,replay,6,40
claude-opus-5,p042,economics,live,7,20
claude-opus-5,p042,economics,post,7,18
claude-opus-5,p042,economics,replay,7,30
claude-opus-5,p044,economics,live,0,12
claude-opus-5,p044,economics,post,0,18
claude-opus-5,p044,economics,replay,0,12
claude-opus-5,p044,economics,live,1,40
claude-opus-5,p044,economics,post,1,30
claude-opus-5,p044,economics,replay,1,30
claude-opus-5,p044,economics,live,2,30
claude-opus-5,p044,economics,post,2,35
claude-opus-5,p044,economics,replay,2,27
claude-opus-5,p044,economics,live,3,25
claude-opus-5,p044,economics,post,3,25
claude-opus-5,p044,economics,replay,3,22
claude-opus-5,p044,economics,live,4,33
claude-opus-5,p044,economics,post,4,15
claude-opus-5,p044,economics,replay,4,25
claude-opus-5,p044,economics,live,5,45
claude-opus-5,p044,economics,post,5,40
claude-opus-5,p044,economics,replay,5,33
claude-opus-5,p044,economics,live,6,28
claude-opus-5,p044,economics,post,6,22
claude-opus-5,p044,economics,replay,6,20
claude-opus-5,p044,economics,live,7,20
claude-opus-5,p044,economics,post,7,20
claude-opus-5,p044,economics,replay,7,18
claude-opus-5,p045,economics,live,0,18
claude-opus-5,p045,economics,post,0,18
claude-opus-5,p045,economics,live,1,22
claude-opus-5,p045,economics,post,1,22
claude-opus-5,p045,economics,live,2,35
claude-opus-5,p045,economics,post,2,30
claude-opus-5,p045,economics,live,3,48
claude-opus-5,p045,economics,post,3,62
claude-opus-5,p045,economics,live,4,30
claude-opus-5,p045,economics,post,4,35
claude-opus-5,p045,economics,live,5,33
claude-opus-5,p045,economics,post,5,40
claude-opus-5,p045,economics,live,6,25
claude-opus-5,p045,economics,post,6,20
claude-opus-5,p045,economics,live,7,52
claude-opus-5,p045,economics,post,7,66
claude-opus-5,p046,economics,live,0,12
claude-opus-5,p046,economics,post,0,8
claude-opus-5,p046,economics,live,1,35
claude-opus-5,p046,economics,post,1,22
claude-opus-5,p046,economics,live,2,8
claude-opus-5,p046,economics,post,2,5
claude-opus-5,p046,economics,live,3,45
claude-opus-5,p046,economics,post,3,30
claude-opus-5,p046,economics,live,4,55
claude-opus-5,p046,economics,post,4,40
claude-opus-5,p046,economics,live,5,50
claude-opus-5,p046,economics,post,5,35
claude-opus-5,p046,economics,live,6,10
claude-opus-5,p046,economics,post,6,10
claude-opus-5,p052,geography,live,0,18
claude-opus-5,p052,geography,post,0,18
claude-opus-5,p052,geography,live,1,22
claude-opus-5,p052,geography,post,1,30
claude-opus-5,p052,geography,live,2,40
claude-opus-5,p052,geography,post,2,45
claude-opus-5,p052,geography,live,3,45
claude-opus-5,p052,geography,post,3,40
claude-opus-5,p052,geography,live,4,25
claude-opus-5,p052,geography,post,4,25
claude-opus-5,p052,geography,live,5,55
claude-opus-5,p052,geography,post,5,55
claude-opus-5,p052,geography,live,6,20
claude-opus-5,p052,geography,post,6,35
claude-opus-5,p054,geography,live,0,18
claude-opus-5,p054,geography,post,0,12
claude-opus-5,p054,geography,live,1,40
claude-opus-5,p054,geography,post,1,22
claude-opus-5,p054,geography,live,2,45
claude-opus-5,p054,geography,post,2,38
claude-opus-5,p054,geography,live,3,35
claude-opus-5,p054,geography,post,3,15
claude-opus-5,p054,geography,live,4,30
claude-opus-5,p054,geography,post,4,30
claude-opus-5,p054,geography,live,5,42
claude-opus-5,p054,geography,post,5,42
claude-opus-5,p054,geography,live,6,22
claude-opus-5,p054,geography,post,6,16
claude-opus-5,p056,geography,live,0,12
claude-opus-5,p056,geography,post,0,18
claude-opus-5,p056,geography,live,1,30
claude-opus-5,p056,geography,post,1,30
claude-opus-5,p056,geography,live,2,35
claude-opus-5,p056,geography,post,2,45
claude-opus-5,p056,geography,live,3,28
claude-opus-5,p056,geography,post,3,40
claude-opus-5,p056,geography,live,4,25
claude-opus-5,p056,geography,post,4,55
claude-opus-5,p056,geography,live,5,40
claude-opus-5,p056,geography,post,5,50
claude-opus-5,p056,geography,live,6,10
claude-opus-5,p056,geography,post,6,25
claude-opus-5,p065,food_culture,live,0,18
claude-opus-5,p065,food_culture,post,0,22
claude-opus-5,p065,food_culture,live,1,30
claude-opus-5,p065,food_culture,post,1,30
claude-opus-5,p065,food_culture,live,2,45
claude-opus-5,p065,food_culture,post,2,48
claude-opus-5,p065,food_culture,live,3,55
claude-opus-5,p065,food_culture,post,3,55
claude-opus-5,p065,food_culture,live,4,35
claude-opus-5,p065,food_culture,post,4,33
claude-opus-5,p065,food_culture,live,5,50
claude-opus-5,p065,food_culture,post,5,52
claude-opus-5,p065,food_culture,live,6,40
claude-opus-5,p065,food_culture,post,6,45
claude-opus-5,p066,food_culture,live,0,18
claude-opus-5,p066,food_culture,post,0,18
claude-opus-5,p066,food_culture,live,1,30
claude-opus-5,p066,food_culture,post,1,42
claude-opus-5,p066,food_culture,live,2,35
claude-opus-5,p066,food_culture,post,2,38
claude-opus-5,p066,food_culture,live,3,40
claude-opus-5,p066,food_culture,post,3,55
claude-opus-5,p066,food_culture,live,4,25
claude-opus-5,p066,food_culture,post,4,20
claude-opus-5,p066,food_culture,live,5,45
claude-opus-5,p066,food_culture,post,5,45
claude-opus-5,p066,food_culture,live,6,30
claude-opus-5,p066,food_culture,post,6,15
claude-opus-5,p068,food_culture,live,0,22
claude-opus-5,p068,food_culture,post,0,18
claude-opus-5,p068,food_culture,live,1,30
claude-opus-5,p068,food_culture,post,1,25
claude-opus-5,p068,food_culture,live,2,45
claude-opus-5,p068,food_culture,post,2,30
claude-opus-5,p068,food_culture,live,3,38
claude-opus-5,p068,food_culture,post,3,35
claude-opus-5,p068,food_culture,live,4,40
claude-opus-5,p068,food_culture,post,4,20
claude-opus-5,p068,food_culture,live,5,55
claude-opus-5,p068,food_culture,post,5,45
claude-opus-5,p068,food_culture,live,6,62
claude-opus-5,p068,food_culture,post,6,55
claude-opus-5,p068,food_culture,live,7,20
claude-opus-5,p068,food_culture,post,7,15
claude-opus-5,p070,food_culture,live,0,12
claude-opus-5,p070,food_culture,post,0,12
claude-opus-5,p070,food_culture,replay,0,15
claude-opus-5,p070,food_culture,live,1,20
claude-opus-5,p070,food_culture,post,1,8
claude-opus-5,p070,food_culture,replay,1,20
claude-opus-5,p070,food_culture,live,2,40
claude-opus-5,p070,food_culture,post,2,35
claude-opus-5,p070,food_culture,replay,2,35
claude-opus-5,p070,food_culture,live,3,45
claude-opus-5,p070,food_culture,post,3,45
claude-opus-5,p070,food_culture,replay,3,45
claude-opus-5,p070,food_culture,live,4,55
claude-opus-5,p070,food_culture,post,4,55
claude-opus-5,p070,food_culture,replay,4,40
claude-opus-5,p070,food_culture,live,5,48
claude-opus-5,p070,food_culture,post,5,60
claude-opus-5,p070,food_culture,replay,5,50
claude-opus-5,p070,food_culture,live,6,22
claude-opus-5,p070,food_culture,post,6,15
claude-opus-5,p070,food_culture,replay,6,30
claude-opus-5,p071,language,live,0,25
claude-opus-5,p071,language,live,1,40
claude-opus-5,p071,language,live,2,45
claude-opus-5,p071,language,live,3,50
claude-opus-5,p071,language,live,4,30
claude-opus-5,p071,language,live,5,55
claude-opus-5,p071,language,live,6,40
claude-opus-5,p071,language,live,7,60
claude-opus-5,p073,language,live,0,18
claude-opus-5,p073,language,post,0,18
claude-opus-5,p073,language,live,1,40
claude-opus-5,p073,language,post,1,55
claude-opus-5,p073,language,live,2,22
claude-opus-5,p073,language,post,2,22
claude-opus-5,p073,language,live,3,55
claude-opus-5,p073,language,post,3,62
claude-opus-5,p073,language,live,4,48
claude-opus-5,p073,language,post,4,48
claude-opus-5,p073,language,live,5,44
claude-opus-5,p073,language,post,5,40
claude-opus-5,p073,language,live,6,25
claude-opus-5,p073,language,post,6,25
claude-opus-5,p077,language,live,0,20
claude-opus-5,p077,language,post,0,12
claude-opus-5,p077,language,live,1,30
claude-opus-5,p077,language,post,1,20
claude-opus-5,p077,language,live,2,55
claude-opus-5,p077,language,post,2,42
claude-opus-5,p077,language,live,3,60
claude-opus-5,p077,language,post,3,48
claude-opus-5,p077,language,live,4,55
claude-opus-5,p077,language,post,4,45
claude-opus-5,p077,language,live,5,45
claude-opus-5,p077,language,post,5,52
claude-opus-5,p077,language,live,6,35
claude-opus-5,p077,language,post,6,25
claude-opus-5,p081,arts_culture,live,0,18
claude-opus-5,p081,arts_culture,post,0,12
claude-opus-5,p081,arts_culture,live,1,35
claude-opus-5,p081,arts_culture,post,1,25
claude-opus-5,p081,arts_culture,live,2,40
claude-opus-5,p081,arts_culture,post,2,20
claude-opus-5,p081,arts_culture,live,3,25
claude-opus-5,p081,arts_culture,post,3,18
claude-opus-5,p081,arts_culture,live,4,30
claude-opus-5,p081,arts_culture,post,4,30
claude-opus-5,p081,arts_culture,live,5,33
claude-opus-5,p081,arts_culture,post,5,22
claude-opus-5,p081,arts_culture,live,6,28
claude-opus-5,p081,arts_culture,post,6,28
claude-opus-5,p082,arts_culture,live,0,18
claude-opus-5,p082,arts_culture,post,0,18
claude-opus-5,p082,arts_culture,live,1,45
claude-opus-5,p082,arts_culture,post,1,42
claude-opus-5,p082,arts_culture,live,2,40
claude-opus-5,p082,arts_culture,post,2,38
claude-opus-5,p082,arts_culture,live,3,25
claude-opus-5,p082,arts_culture,post,3,25
claude-opus-5,p082,arts_culture,live,4,30
claude-opus-5,p082,arts_culture,post,4,30
claude-opus-5,p082,arts_culture,live,5,28
claude-opus-5,p082,arts_culture,post,5,22
claude-opus-5,p082,arts_culture,live,6,42
claude-opus-5,p082,arts_culture,post,6,35
claude-opus-5,p082,arts_culture,live,7,22
claude-opus-5,p082,arts_culture,post,7,20
claude-opus-5,p084,arts_culture,live,0,12
claude-opus-5,p084,arts_culture,post,0,12
claude-opus-5,p084,arts_culture,live,1,35
claude-opus-5,p084,arts_culture,post,1,28
claude-opus-5,p084,arts_culture,live,2,55
claude-opus-5,p084,arts_culture,post,2,55
claude-opus-5,p084,arts_culture,live,3,48
claude-opus-5,p084,arts_culture,post,3,45
claude-opus-5,p084,arts_culture,live,4,30
claude-opus-5,p084,arts_culture,post,4,30
claude-opus-5,p084,arts_culture,live,5,42
claude-opus-5,p084,arts_culture,post,5,40
claude-opus-5,p084,arts_culture,live,6,58
claude-opus-5,p084,arts_culture,post,6,58
claude-opus-5,p086,arts_culture,live,0,12
claude-opus-5,p086,arts_culture,post,0,8
claude-opus-5,p086,arts_culture,live,1,30
claude-opus-5,p086,arts_culture,post,1,20
claude-opus-5,p086,arts_culture,live,2,55
claude-opus-5,p086,arts_culture,post,2,45
claude-opus-5,p086,arts_culture,live,3,40
claude-opus-5,p086,arts_culture,post,3,30
claude-opus-5,p086,arts_culture,live,4,48
claude-opus-5,p086,arts_culture,post,4,40
claude-opus-5,p086,arts_culture,live,5,25
claude-opus-5,p086,arts_culture,post,5,15
claude-opus-5,p086,arts_culture,live,6,20
claude-opus-5,p086,arts_culture,post,6,10
claude-opus-5,p086,arts_culture,live,7,35
claude-opus-5,p086,arts_culture,post,7,25
claude-opus-5,p092,misconceptions,live,0,12
claude-opus-5,p092,misconceptions,post,0,12
claude-opus-5,p092,misconceptions,live,1,30
claude-opus-5,p092,misconceptions,post,1,28
claude-opus-5,p092,misconceptions,live,2,35
claude-opus-5,p092,misconceptions,post,2,35
claude-opus-5,p092,misconceptions,live,3,18
claude-opus-5,p092,misconceptions,post,3,18
claude-opus-5,p092,misconceptions,live,4,25
claude-opus-5,p092,misconceptions,post,4,10
claude-opus-5,p092,misconceptions,live,5,40
claude-opus-5,p092,misconceptions,post,5,40
claude-opus-5,p092,misconceptions,live,6,20
claude-opus-5,p092,misconceptions,post,6,22
claude-opus-5,p095,misconceptions,live,0,12
claude-opus-5,p095,misconceptions,post,0,14
claude-opus-5,p095,misconceptions,live,1,20
claude-opus-5,p095,misconceptions,post,1,20
claude-opus-5,p095,misconceptions,live,2,45
claude-opus-5,p095,misconceptions,post,2,48
claude-opus-5,p095,misconceptions,live,3,30
claude-opus-5,p095,misconceptions,post,3,40
claude-opus-5,p095,misconceptions,live,4,42
claude-opus-5,p095,misconceptions,post,4,52
claude-opus-5,p095,misconceptions,live,5,35
claude-opus-5,p095,misconceptions,post,5,35
claude-opus-5,p095,misconceptions,live,6,33
claude-opus-5,p095,misconceptions,post,6,25
claude-opus-5,p095,misconceptions,live,7,15
claude-opus-5,p095,misconceptions,post,7,18
claude-opus-5,p096,misconceptions,live,0,12
claude-opus-5,p096,misconceptions,post,0,12
claude-opus-5,p096,misconceptions,live,1,30
claude-opus-5,p096,misconceptions,post,1,22
claude-opus-5,p096,misconceptions,live,2,25
claude-opus-5,p096,misconceptions,post,2,25
claude-opus-5,p096,misconceptions,live,3,45
claude-opus-5,p096,misconceptions,post,3,18
claude-opus-5,p096,misconceptions,live,4,35
claude-opus-5,p096,misconceptions,post,4,15
claude-opus-5,p096,misconceptions,live,5,40
claude-opus-5,p096,misconceptions,post,5,20
claude-opus-5,p096,misconceptions,live,6,33
claude-opus-5,p096,misconceptions,post,6,14
claude-opus-5,p099,misconceptions,live,0,18
claude-opus-5,p099,misconceptions,post,0,12
claude-opus-5,p099,misconceptions,live,1,25
claude-opus-5,p099,misconceptions,post,1,18
claude-opus-5,p099,misconceptions,live,2,30
claude-opus-5,p099,misconceptions,post,2,26
claude-opus-5,p099,misconceptions,live,3,45
claude-opus-5,p099,misconceptions,post,3,32
claude-opus-5,p099,misconceptions,live,4,50
claude-opus-5,p099,misconceptions,post,4,41
claude-opus-5,p099,misconceptions,live,5,62
claude-opus-5,p099,misconceptions,post,5,49
claude-opus-5,p099,misconceptions,live,6,35
claude-opus-5,p099,misconceptions,post,6,30
claude-opus-5,p099,misconceptions,live,7,15
claude-opus-5,p099,misconceptions,post,7,8
deepseek-v3.2,p001,history,live,0,20
deepseek-v3.2,p001,history,live,1,10
deepseek-v3.2,p001,history,live,2,5
deepseek-v3.2,p001,history,live,3,2
deepseek-v3.2,p001,history,live,4,15
deepseek-v3.2,p001,history,live,5,10
deepseek-v3.2,p001,history,live,6,25
deepseek-v3.2,p002,history,live,0,5
deepseek-v3.2,p002,history,post,0,15
deepseek-v3.2,p002,history,live,1,10
deepseek-v3.2,p002,history,post,1,25
deepseek-v3.2,p002,history,live,2,15
deepseek-v3.2,p002,history,post,2,40
deepseek-v3.2,p002,history,live,3,20
deepseek-v3.2,p002,history,post,3,20
deepseek-v3.2,p002,history,live,4,25
deepseek-v3.2,p002,history,post,4,35
deepseek-v3.2,p002,history,live,5,30
deepseek-v3.2,p002,history,post,5,50
deepseek-v3.2,p002,history,live,6,35
deepseek-v3.2,p002,history,post,6,30
deepseek-v3.2,p003,history,live,0,15
deepseek-v3.2,p003,history,live,1,10
deepseek-v3.2,p003,history,live,2,20
deepseek-v3.2,p003,history,live,3,25
deepseek-v3.2,p003,history,live,4,30
deepseek-v3.2,p003,history,live,5,25
deepseek-v3.2,p003,history,live,6,15
deepseek-v3.2,p004,history,live,0,10
deepseek-v3.2,p004,history,post,0,15
deepseek-v3.2,p004,history,live,1,15
deepseek-v3.2,p004,history,post,1,20
deepseek-v3.2,p004,history,live,2,20
deepseek-v3.2,p004,history,post,2,25
deepseek-v3.2,p004,history,live,3,5
deepseek-v3.2,p004,history,post,3,10
deepseek-v3.2,p004,history,live,4,25
deepseek-v3.2,p004,history,post,4,5
deepseek-v3.2,p004,history,live,5,30
deepseek-v3.2,p004,history,post,5,30
deepseek-v3.2,p004,history,live,6,15
deepseek-v3.2,p004,history,post,6,10
deepseek-v3.2,p004,history,live,7,10
deepseek-v3.2,p004,history,post,7,40
deepseek-v3.2,p012,science,live,0,10
deepseek-v3.2,p012,science,live,1,15
deepseek-v3.2,p012,science,live,2,20
deepseek-v3.2,p012,science,live,3,5
deepseek-v3.2,p012,science,live,4,15
deepseek-v3.2,p012,science,live,5,5
deepseek-v3.2,p012,science,live,6,25
deepseek-v3.2,p012,science,live,7,0
deepseek-v3.2,p013,science,live,0,5
deepseek-v3.2,p013,science,live,1,15
deepseek-v3.2,p013,science,live,2,25
deepseek-v3.2,p013,science,live,3,10
deepseek-v3.2,p013,science,live,4,35
deepseek-v3.2,p013,science,live,5,20
deepseek-v3.2,p013,science,live,6,30
deepseek-v3.2,p013,science,live,7,5
deepseek-v3.2,p018,science,live,0,5
deepseek-v3.2,p018,science,live,1,25
deepseek-v3.2,p018,science,live,2,35
deepseek-v3.2,p018,science,live,3,30
deepseek-v3.2,p018,science,live,4,25
deepseek-v3.2,p018,science,live,5,20
deepseek-v3.2,p018,science,live,6,15
deepseek-v3.2,p018,science,live,7,10
deepseek-v3.2,p025,biology_medicine,live,0,15
deepseek-v3.2,p025,biology_medicine,post,0,5
deepseek-v3.2,p025,biology_medicine,live,1,40
deepseek-v3.2,p025,biology_medicine,post,1,10
deepseek-v3.2,p025,biology_medicine,live,2,65
deepseek-v3.2,p025,biology_medicine,post,2,20
deepseek-v3.2,p025,biology_medicine,live,3,70
deepseek-v3.2,p025,biology_medicine,post,3,25
deepseek-v3.2,p025,biology_medicine,live,4,75
deepseek-v3.2,p025,biology_medicine,post,4,30
