model_id,variant_id,question_id,family,condition,sentence_index,raw_score,normalized_ai_risk
gemini-3.1-pro-preview,minimal,r03_workplace_story,workplace_anecdote,replay,6,14,14
gemini-3.1-pro-preview,minimal,r04_neighborhood,neighborhood_observation,live,0,12,12
gemini-3.1-pro-preview,minimal,r04_neighborhood,neighborhood_observation,live,1,18,18
gemini-3.1-pro-preview,minimal,r04_neighborhood,neighborhood_observation,live,2,8,8
gemini-3.1-pro-preview,minimal,r04_neighborhood,neighborhood_observation,live,3,5,5
gemini-3.1-pro-preview,minimal,r04_neighborhood,neighborhood_observation,live,4,10,10
gemini-3.1-pro-preview,minimal,r04_neighborhood,neighborhood_observation,live,5,14,14
gemini-3.1-pro-preview,minimal,r04_neighborhood,neighborhood_observation,live,6,11,11
gemini-3.1-pro-preview,minimal,r04_neighborhood,neighborhood_observation,post,0,12,12
gemini-3.1-pro-preview,minimal,r04_neighborhood,neighborhood_observation,post,1,18,18
gemini-3.1-pro-preview,minimal,r04_neighborhood,neighborhood_observation,post,2,15,15
gemini-3.1-pro-preview,minimal,r04_neighborhood,neighborhood_observation,post,3,8,8
gemini-3.1-pro-preview,minimal,r04_neighborhood,neighborhood_observation,post,4,22,22
gemini-3.1-pro-preview,minimal,r04_neighborhood,neighborhood_observation,post,5,14,14
gemini-3.1-pro-preview,minimal,r04_neighborhood,neighborhood_observation,post,6,35,35
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,live,0,15,15
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,live,1,38,38
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,live,2,21,21
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,live,3,12,12
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,live,4,18,18
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,live,5,14,14
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,live,6,29,29
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,post,0,20,20
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,post,1,75,75
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,post,2,85,85
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,post,3,60,60
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,post,4,40,40
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,post,5,15,15
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,post,6,80,80
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,replay,0,20,20
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,replay,1,68,68
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,replay,2,65,65
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,replay,3,45,45
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,replay,4,35,35
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,replay,5,22,22
gemini-3.1-pro-preview,minimal,r05_product_experience,product_experience,replay,6,45,45
gemini-3.1-pro-preview,minimal,r06_complaint_story,complaint_with_story,live,0,15,15
gemini-3.1-pro-preview,minimal,r06_complaint_story,complaint_with_story,live,1,22,22
gemini-3.1-pro-preview,minimal,r06_complaint_story,complaint_with_story,live,2,10,10
gemini-3.1-pro-preview,minimal,r06_complaint_story,complaint_with_story,live,3,5,5
gemini-3.1-pro-preview,minimal,r06_complaint_story,complaint_with_story,live,4,8,8
gemini-3.1-pro-preview,minimal,r06_complaint_story,complaint_with_story,live,5,12,12
gemini-3.1-pro-preview,minimal,r06_complaint_story,complaint_with_story,live,6,10,10
gemini-3.1-pro-preview,minimal,r06_complaint_story,complaint_with_story,post,0,65,65
gemini-3.1-pro-preview,minimal,r06_complaint_story,complaint_with_story,post,1,75,75
gemini-3.1-pro-preview,minimal,r06_complaint_story,complaint_with_story,post,2,80,80
gemini-3.1-pro-preview,minimal,r06_complaint_story,complaint_with_story,post,3,45,45
gemini-3.1-pro-preview,minimal,r06_complaint_story,complaint_with_story,post,4,50,50
gemini-3.1-pro-preview,minimal,r06_complaint_story,complaint_with_story,post,5,85,85
gemini-3.1-pro-preview,minimal,r06_complaint_story,complaint_with_story,post,6,90,90
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,live,0,15,15
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,live,1,10,10
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,live,2,12,12
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,live,3,8,8
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,live,4,5,5
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,live,5,10,10
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,live,6,8,8
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,post,0,65,65
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,post,1,15,15
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,post,2,20,20
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,post,3,10,10
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,post,4,15,15
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,post,5,10,10
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,post,6,25,25
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,replay,0,15,15
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,replay,1,12,12
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,replay,2,10,10
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,replay,3,14,14
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,replay,4,12,12
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,replay,5,11,11
gemini-3.1-pro-preview,minimal,r07_group_message,message_to_friends,replay,6,13,13
gemini-3.1-pro-preview,minimal,r08_service_recommendation,recommendation_post,live,0,15,15
gemini-3.1-pro-preview,minimal,r08_service_recommendation,recommendation_post,live,1,10,10
gemini-3.1-pro-preview,minimal,r08_service_recommendation,recommendation_post,live,2,20,20
gemini-3.1-pro-preview,minimal,r08_service_recommendation,recommendation_post,live,3,12,12
gemini-3.1-pro-preview,minimal,r08_service_recommendation,recommendation_post,live,4,18,18
gemini-3.1-pro-preview,minimal,r08_service_recommendation,recommendation_post,live,5,35,35
gemini-3.1-pro-preview,minimal,r08_service_recommendation,recommendation_post,live,6,10,10
gemini-3.1-pro-preview,minimal,r08_service_recommendation,recommendation_post,post,0,15,15
gemini-3.1-pro-preview,minimal,r08_service_recommendation,recommendation_post,post,1,10,10
gemini-3.1-pro-preview,minimal,r08_service_recommendation,recommendation_post,post,2,12,12
gemini-3.1-pro-preview,minimal,r08_service_recommendation,recommendation_post,post,3,10,10
gemini-3.1-pro-preview,minimal,r08_service_recommendation,recommendation_post,post,4,18,18
gemini-3.1-pro-preview,minimal,r08_service_recommendation,recommendation_post,post,5,75,75
gemini-3.1-pro-preview,minimal,r08_service_recommendation,recommendation_post,post,6,25,25
gemini-3.1-pro-preview,minimal,r09_family_trip,travel_moment,live,0,15,15
gemini-3.1-pro-preview,minimal,r09_family_trip,travel_moment,live,1,20,20
gemini-3.1-pro-preview,minimal,r09_family_trip,travel_moment,live,2,10,10
gemini-3.1-pro-preview,minimal,r09_family_trip,travel_moment,live,3,12,12
gemini-3.1-pro-preview,minimal,r09_family_trip,travel_moment,live,4,25,25
gemini-3.1-pro-preview,minimal,r09_family_trip,travel_moment,live,5,18,18
gemini-3.1-pro-preview,minimal,r09_family_trip,travel_moment,live,6,15,15
gemini-3.1-pro-preview,minimal,r09_family_trip,travel_moment,post,0,15,15
gemini-3.1-pro-preview,minimal,r09_family_trip,travel_moment,post,1,25,25
gemini-3.1-pro-preview,minimal,r09_family_trip,travel_moment,post,2,35,35
gemini-3.1-pro-preview,minimal,r09_family_trip,travel_moment,post,3,20,20
gemini-3.1-pro-preview,minimal,r09_family_trip,travel_moment,post,4,65,65
gemini-3.1-pro-preview,minimal,r09_family_trip,travel_moment,post,5,80,80
gemini-3.1-pro-preview,minimal,r09_family_trip,travel_moment,post,6,90,90
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,live,0,12,12
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,live,1,8,8
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,live,2,15,15
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,live,3,10,10
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,live,4,14,14
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,live,5,11,11
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,live,6,18,18
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,post,0,68,68
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,post,1,55,55
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,post,2,74,74
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,post,3,62,62
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,post,4,45,45
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,post,5,38,38
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,post,6,88,88
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,replay,0,65,65
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,replay,1,25,25
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,replay,2,40,40
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,replay,3,15,15
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,replay,4,35,35
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,replay,5,20,20
gemini-3.1-pro-preview,minimal,r10_travel_moment,travel_moment,replay,6,45,45
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,live,0,15,15
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,live,1,10,10
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,live,2,5,5
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,live,3,12,12
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,live,4,8,8
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,live,5,15,15
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,live,6,10,10
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,live,7,10,10
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,post,0,15,15
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,post,1,10,10
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,post,2,12,12
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,post,3,35,35
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,post,4,5,5
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,post,5,10,10
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,post,6,10,10
gemini-3.1-pro-preview,minimal,r11_change_of_mind,opinion_from_experience,post,7,65,65
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,live,0,15,15
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,live,1,10,10
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,live,2,5,5
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,live,3,12,12
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,live,4,20,20
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,live,5,25,25
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,live,6,10,10
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,post,0,5,5
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,post,1,10,10
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,post,2,5,5
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,post,3,15,15
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,post,4,20,20
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,post,5,30,30
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,post,6,10,10
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,replay,0,5,5
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,replay,1,8,8
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,replay,2,7,7
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,replay,3,6,6
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,replay,4,6,6
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,replay,5,8,8
gemini-3.1-pro-preview,minimal,r12_recommendation,recommendation_post,replay,6,6,6
gemini-3.1-pro-preview,minimal,r13_return_visit,personal_social_post,live,0,15,15
gemini-3.1-pro-preview,minimal,r13_return_visit,personal_social_post,live,1,10,10
gemini-3.1-pro-preview,minimal,r13_return_visit,personal_social_post,live,2,5,5
gemini-3.1-pro-preview,minimal,r13_return_visit,personal_social_post,live,3,25,25
gemini-3.1-pro-preview,minimal,r13_return_visit,personal_social_post,live,4,12,12
gemini-3.1-pro-preview,minimal,r13_return_visit,personal_social_post,live,5,20,20
gemini-3.1-pro-preview,minimal,r13_return_visit,personal_social_post,live,6,18,18
gemini-3.1-pro-preview,minimal,r13_return_visit,personal_social_post,post,0,12,12
gemini-3.1-pro-preview,minimal,r13_return_visit,personal_social_post,post,1,18,18
gemini-3.1-pro-preview,minimal,r13_return_visit,personal_social_post,post,2,4,4
gemini-3.1-pro-preview,minimal,r13_return_visit,personal_social_post,post,3,25,25
gemini-3.1-pro-preview,minimal,r13_return_visit,personal_social_post,post,4,7,7
gemini-3.1-pro-preview,minimal,r13_return_visit,personal_social_post,post,5,15,15
gemini-3.1-pro-preview,minimal,r13_return_visit,personal_social_post,post,6,11,11
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,live,0,15,15
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,live,1,20,20
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,live,2,10,10
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,live,3,12,12
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,live,4,8,8
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,live,5,18,18
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,live,6,25,25
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,post,0,40,40
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,post,1,50,50
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,post,2,80,80
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,post,3,60,60
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,post,4,70,70
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,post,5,75,75
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,post,6,90,90
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,replay,0,12,12
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,replay,1,18,18
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,replay,2,15,15
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,replay,3,14,14
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,replay,4,16,16
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,replay,5,17,17
gemini-3.1-pro-preview,minimal,r14_opinion_post,opinion_from_experience,replay,6,19,19
gemini-3.1-pro-preview,minimal,r15_small_event,event_recap,live,0,15,15
gemini-3.1-pro-preview,minimal,r15_small_event,event_recap,live,1,10,10
gemini-3.1-pro-preview,minimal,r15_small_event,event_recap,live,2,12,12
gemini-3.1-pro-preview,minimal,r15_small_event,event_recap,live,3,18,18
gemini-3.1-pro-preview,minimal,r15_small_event,event_recap,live,4,8,8
gemini-3.1-pro-preview,minimal,r15_small_event,event_recap,live,5,25,25
gemini-3.1-pro-preview,minimal,r15_small_event,event_recap,live,6,14,14
gemini-3.1-pro-preview,minimal,r15_small_event,event_recap,post,0,12,12
gemini-3.1-pro-preview,minimal,r15_small_event,event_recap,post,1,15,15
gemini-3.1-pro-preview,minimal,r15_small_event,event_recap,post,2,10,10
gemini-3.1-pro-preview,minimal,r15_small_event,event_recap,post,3,14,14
gemini-3.1-pro-preview,minimal,r15_small_event,event_recap,post,4,11,11
gemini-3.1-pro-preview,minimal,r15_small_event,event_recap,post,5,22,22
gemini-3.1-pro-preview,minimal,r15_small_event,event_recap,post,6,16,16
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,live,0,15,15
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,live,1,10,10
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,live,2,5,5
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,live,3,8,8
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,live,4,12,12
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,live,5,15,15
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,live,6,10,10
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,post,0,12,12
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,post,1,15,15
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,post,2,10,10
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,post,3,14,14
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,post,4,18,18
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,post,5,11,11
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,post,6,9,9
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,replay,0,12,12
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,replay,1,15,15
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,replay,2,10,10
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,replay,3,8,8
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,replay,4,11,11
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,replay,5,9,9
gemini-3.1-pro-preview,minimal,r16_event_recap,event_recap,replay,6,12,12
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,live,0,5,5
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,live,1,10,10
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,live,2,8,8
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,live,3,5,5
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,live,4,5,5
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,live,5,5,5
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,live,6,10,10
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,post,0,10,10
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,post,1,15,15
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,post,2,12,12
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,post,3,8,8
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,post,4,11,11
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,post,5,9,9
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,post,6,35,35
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,replay,0,10,10
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,replay,1,15,15
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,replay,2,12,12
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,replay,3,14,14
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,replay,4,11,11
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,replay,5,10,10
gemini-3.1-pro-preview,original,r01_personal_update,personal_social_post,replay,6,15,15
gemini-3.1-pro-preview,original,r02_parent_group,message_to_friends,live,0,10,10
gemini-3.1-pro-preview,original,r02_parent_group,message_to_friends,live,1,5,5
gemini-3.1-pro-preview,original,r02_parent_group,message_to_friends,live,2,15,15
gemini-3.1-pro-preview,original,r02_parent_group,message_to_friends,live,3,10,10
gemini-3.1-pro-preview,original,r02_parent_group,message_to_friends,live,4,20,20
gemini-3.1-pro-preview,original,r02_parent_group,message_to_friends,live,5,5,5
gemini-3.1-pro-preview,original,r02_parent_group,message_to_friends,live,6,5,5
gemini-3.1-pro-preview,original,r02_parent_group,message_to_friends,post,0,10,10
gemini-3.1-pro-preview,original,r02_parent_group,message_to_friends,post,1,5,5
gemini-3.1-pro-preview,original,r02_parent_group,message_to_friends,post,2,15,15
gemini-3.1-pro-preview,original,r02_parent_group,message_to_friends,post,3,10,10
gemini-3.1-pro-preview,original,r02_parent_group,message_to_friends,post,4,10,10
gemini-3.1-pro-preview,original,r02_parent_group,message_to_friends,post,5,5,5
gemini-3.1-pro-preview,original,r02_parent_group,message_to_friends,post,6,5,5
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,live,0,15,15
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,live,1,30,30
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,live,2,10,10
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,live,3,5,5
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,live,4,15,15
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,live,5,40,40
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,live,6,10,10
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,post,0,20,20
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,post,1,85,85
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,post,2,40,40
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,post,3,60,60
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,post,4,15,15
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,post,5,75,75
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,post,6,30,30
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,replay,0,10,10
gemini-3.1-pro-preview,original,r03_workplace_story,workplace_anecdote,replay,1,20,20
