model_id,variant_id,question_id,n_sentences,live_mean,post_mean,post_minus_live,live_post_spearman,live_post_pairwise_order,replay_mean,replay_minus_live,post_minus_replay
gemini-3.1-pro-preview,minimal,r16_event_recap,7,10.714285714285714,12.714285714285714,2.0,0.181848241863327,0.5789473684210527,11.0,0.2857142857142865,1.7142857142857135
gemini-3.1-pro-preview,original,r01_personal_update,7,6.857142857142857,14.285714285714286,7.42857142857143,0.8964214570007952,1.0,12.428571428571429,5.571428571428572,1.8571428571428577
gemini-3.1-pro-preview,original,r02_parent_group,7,10.0,8.571428571428571,-1.4285714285714288,0.8892972917998876,0.9333333333333333,,,
gemini-3.1-pro-preview,original,r03_workplace_story,7,17.857142857142858,46.42857142857143,28.571428571428573,0.29095718698132317,0.5263157894736842,16.428571428571427,-1.4285714285714306,30.000000000000004
gemini-3.1-pro-preview,original,r04_neighborhood,7,8.571428571428571,7.142857142857143,-1.428571428571428,-0.46770717334674267,0.125,,,
gemini-3.1-pro-preview,original,r05_product_experience,7,14.571428571428571,51.42857142857143,36.85714285714286,0.7142857142857143,0.7142857142857143,17.142857142857142,2.571428571428571,34.28571428571429
gemini-3.1-pro-preview,original,r06_complaint_story,8,11.25,13.75,2.5,-0.08177556357710969,0.45,,,
gemini-3.1-pro-preview,original,r07_group_message,7,10.0,10.714285714285714,0.7142857142857135,0.3849001794597505,0.6666666666666666,5.0,-5.0,5.7142857142857135
gemini-3.1-pro-preview,original,r08_service_recommendation,7,10.714285714285714,27.142857142857142,16.42857142857143,0.6986107936456589,0.8235294117647058,,,
gemini-3.1-pro-preview,original,r09_family_trip,7,18.571428571428573,24.285714285714285,5.714285714285712,0.6910233190806425,0.7894736842105263,,,
gemini-3.1-pro-preview,original,r10_travel_moment,7,15.714285714285714,66.42857142857143,50.714285714285715,0.781947440012306,0.8421052631578947,77.85714285714286,62.142857142857146,-11.42857142857143
gemini-3.1-pro-preview,original,r11_change_of_mind,7,10.0,28.571428571428573,18.571428571428573,0.6864064729836441,0.8571428571428571,,,
gemini-3.1-pro-preview,original,r12_recommendation,7,10.0,10.714285714285714,0.7142857142857135,0.6862745098039216,0.8571428571428571,5.714285714285714,-4.285714285714286,4.999999999999999
gemini-3.1-pro-preview,original,r13_return_visit,7,12.857142857142858,18.571428571428573,5.714285714285715,1.0,1.0,,,
gemini-3.1-pro-preview,original,r14_opinion_post,7,14.285714285714286,60.714285714285715,46.42857142857143,0.7637626158259733,0.8421052631578947,15.571428571428571,1.2857142857142847,45.142857142857146
gemini-3.1-pro-preview,original,r15_small_event,7,17.142857142857142,32.857142857142854,15.714285714285712,0.2265764736148083,0.6470588235294118,,,
gemini-3.1-pro-preview,original,r16_event_recap,8,8.125,4.125,-4.0,0.4460575049951278,0.7368421052631579,7.25,-0.875,-3.125
gemini-3.1-pro-preview,paraphrase,r01_personal_update,7,3.5714285714285716,8.571428571428571,5.0,0.03892494720807615,0.5,8.0,4.428571428571429,0.5714285714285712
gemini-3.1-pro-preview,paraphrase,r02_parent_group,7,10.0,8.571428571428571,-1.4285714285714288,0.4660413824283704,0.6666666666666666,,,
gemini-3.1-pro-preview,paraphrase,r03_workplace_story,7,7.857142857142857,14.285714285714286,6.42857142857143,-0.31008683647302115,0.3333333333333333,5.0,-2.8571428571428568,9.285714285714286
gemini-3.1-pro-preview,paraphrase,r04_neighborhood,7,9.0,17.857142857142858,8.857142857142858,0.35185185185185186,0.6470588235294118,,,
gemini-3.1-pro-preview,paraphrase,r05_product_experience,7,8.571428571428571,28.571428571428573,20.0,0.23145502494313785,0.6,7.857142857142857,-0.7142857142857144,20.714285714285715
gemini-3.1-pro-preview,paraphrase,r06_complaint_story,8,10.0,23.125,13.125,0.8740481710932914,0.9523809523809523,,,
gemini-3.1-pro-preview,paraphrase,r07_group_message,7,10.0,12.142857142857142,2.1428571428571423,0.0,0.5,11.428571428571429,1.4285714285714288,0.7142857142857135
gemini-3.1-pro-preview,paraphrase,r08_service_recommendation,7,14.285714285714286,17.857142857142858,3.571428571428571,0.9337145191092148,1.0,,,
gemini-3.1-pro-preview,paraphrase,r09_family_trip,7,17.142857142857142,47.857142857142854,30.71428571428571,0.8894991799933214,0.8888888888888888,,,
gemini-3.1-pro-preview,paraphrase,r10_travel_moment,7,9.285714285714286,42.857142857142854,33.57142857142857,0.6182840223353118,0.7368421052631579,13.571428571428571,4.285714285714285,29.285714285714285
gemini-3.1-pro-preview,paraphrase,r11_change_of_mind,7,7.857142857142857,14.285714285714286,6.42857142857143,0.1860521018838127,0.5833333333333334,,,
gemini-3.1-pro-preview,paraphrase,r12_recommendation,7,5.428571428571429,7.428571428571429,2.0,0.5613608914238398,0.7647058823529411,2.7142857142857144,-2.7142857142857144,4.714285714285714
gemini-3.1-pro-preview,paraphrase,r13_return_visit,7,10.428571428571429,12.142857142857142,1.7142857142857135,0.97182531580755,1.0,,,
gemini-3.1-pro-preview,paraphrase,r14_opinion_post,6,17.5,41.666666666666664,24.166666666666664,0.44136741475237473,0.6923076923076923,18.666666666666668,1.1666666666666679,22.999999999999996
gemini-3.1-pro-preview,paraphrase,r15_small_event,6,10.833333333333334,10.833333333333334,0.0,0.6212121212121212,0.8181818181818182,,,
gemini-3.1-pro-preview,paraphrase,r16_event_recap,8,10.0,9.0,-1.0,0.47280542884465016,0.68,5.0,-5.0,4.0
gemini-3.1-pro-preview,reverse,r01_personal_update,7,6.714285714285714,9.285714285714286,2.571428571428572,0.7142857142857143,0.7619047619047619,5.714285714285714,-1.0,3.571428571428572
gemini-3.1-pro-preview,reverse,r02_parent_group,7,2.5714285714285716,4.714285714285714,2.142857142857143,0.40006613209931935,0.6842105263157895,,,
gemini-3.1-pro-preview,reverse,r03_workplace_story,7,6.142857142857143,7.142857142857143,1.0,0.8928571428571429,0.9047619047619048,6.571428571428571,0.42857142857142794,0.5714285714285721
gemini-3.1-pro-preview,reverse,r04_neighborhood,8,7.5,7.875,0.375,0.263477777620917,0.6666666666666666,,,
gemini-3.1-pro-preview,reverse,r05_product_experience,7,5.714285714285714,8.142857142857142,2.428571428571428,0.7748062179181807,0.8,8.857142857142858,3.1428571428571432,-0.7142857142857153
gemini-3.1-pro-preview,reverse,r06_complaint_story,7,3.2857142857142856,23.571428571428573,20.28571428571429,-0.036037498507822355,0.5,,,
gemini-3.1-pro-preview,reverse,r07_group_message,7,3.2857142857142856,4.428571428571429,1.1428571428571432,0.3090909090909091,0.6,5.0,1.7142857142857144,-0.5714285714285712
gemini-3.1-pro-preview,reverse,r08_service_recommendation,6,5.833333333333333,12.0,6.166666666666667,0.14285714285714285,0.6,,,
gemini-3.1-pro-preview,reverse,r09_family_trip,7,4.142857142857143,32.142857142857146,28.000000000000004,-0.4504687313477795,0.35,,,
gemini-3.1-pro-preview,reverse,r10_travel_moment,7,9.571428571428571,17.142857142857142,7.571428571428571,-0.5,0.3333333333333333,5.285714285714286,-4.285714285714286,11.857142857142858
gemini-3.1-pro-preview,reverse,r11_change_of_mind,8,5.0,7.25,2.25,0.16265060240963855,0.5384615384615384,,,
gemini-3.1-pro-preview,reverse,r12_recommendation,7,6.714285714285714,5.285714285714286,-1.4285714285714288,0.7857142857142857,0.8571428571428571,4.571428571428571,-2.1428571428571432,0.7142857142857144
gemini-3.1-pro-preview,reverse,r13_return_visit,7,4.285714285714286,7.428571428571429,3.1428571428571432,0.6363636363636364,0.7,,,
gemini-3.1-pro-preview,reverse,r14_opinion_post,7,7.142857142857143,10.714285714285714,3.5714285714285703,0.75,0.8095238095238095,5.571428571428571,-1.571428571428572,5.142857142857142
gemini-3.1-pro-preview,reverse,r15_small_event,6,6.0,7.333333333333333,1.333333333333333,0.14285714285714285,0.6666666666666666,,,
gemini-3.1-pro-preview,reverse,r16_event_recap,8,5.0,4.0,-1.0,0.6303146064351617,0.76,4.625,-0.375,-0.625
gpt-5.5,minimal,r01_personal_update,6,13.166666666666666,13.833333333333334,0.6666666666666679,0.2571428571428571,0.6,17.0,3.833333333333334,-3.166666666666666
gpt-5.5,minimal,r02_parent_group,6,12.0,15.833333333333334,3.833333333333334,0.7142857142857143,0.8,,,
gpt-5.5,minimal,r03_workplace_story,7,14.142857142857142,20.571428571428573,6.428571428571431,0.35714285714285715,0.6666666666666666,18.142857142857142,4.0,2.4285714285714306
gpt-5.5,minimal,r04_neighborhood,6,11.833333333333334,19.666666666666668,7.833333333333334,0.42857142857142855,0.6666666666666666,,,
gpt-5.5,minimal,r05_product_experience,7,18.571428571428573,28.571428571428573,10.0,0.75,0.8095238095238095,15.142857142857142,-3.4285714285714306,13.42857142857143
gpt-5.5,minimal,r06_complaint_story,7,13.428571428571429,27.714285714285715,14.285714285714286,0.75,0.8095238095238095,,,
gpt-5.5,minimal,r07_group_message,7,13.571428571428571,14.142857142857142,0.5714285714285712,-0.8571428571428571,0.14285714285714285,9.285714285714286,-4.285714285714285,4.857142857142856
gpt-5.5,minimal,r08_service_recommendation,6,18.166666666666668,22.333333333333332,4.166666666666664,-0.08571428571428572,0.4666666666666667,,,
gpt-5.5,minimal,r09_family_trip,7,15.0,29.714285714285715,14.714285714285715,-0.6071428571428571,0.23809523809523808,,,
gpt-5.5,minimal,r10_travel_moment,7,16.0,33.57142857142857,17.57142857142857,0.32142857142857145,0.6190476190476191,21.0,5.0,12.57142857142857
gpt-5.5,minimal,r11_change_of_mind,7,16.0,20.714285714285715,4.714285714285715,0.32142857142857145,0.5714285714285714,,,
gpt-5.5,minimal,r12_recommendation,7,9.428571428571429,12.142857142857142,2.7142857142857135,-0.3964124835860459,0.45,7.571428571428571,-1.8571428571428577,4.571428571428571
gpt-5.5,minimal,r13_return_visit,7,19.571428571428573,31.571428571428573,12.0,0.7928249671720918,0.8,,,
gpt-5.5,minimal,r14_opinion_post,7,16.142857142857142,20.571428571428573,4.428571428571431,0.8571428571428571,0.8571428571428571,15.0,-1.1428571428571423,5.571428571428573
gpt-5.5,minimal,r15_small_event,6,16.333333333333332,18.0,1.6666666666666679,0.9428571428571428,0.9333333333333333,,,
gpt-5.5,minimal,r16_event_recap,7,12.857142857142858,22.857142857142858,10.0,0.2857142857142857,0.5714285714285714,13.285714285714286,0.4285714285714288,9.571428571428571
gpt-5.5,original,r01_personal_update,6,18.166666666666668,20.0,1.8333333333333321,0.14285714285714285,0.5333333333333333,12.833333333333334,-5.333333333333334,7.166666666666666
gpt-5.5,original,r02_parent_group,6,14.5,15.666666666666666,1.166666666666666,0.9428571428571428,0.9333333333333333,,,
gpt-5.5,original,r03_workplace_story,7,10.428571428571429,21.571428571428573,11.142857142857144,0.8440722199302098,0.8888888888888888,14.142857142857142,3.7142857142857135,7.428571428571431
gpt-5.5,original,r04_neighborhood,7,12.857142857142858,13.0,0.14285714285714235,0.9642857142857143,0.9523809523809523,,,
gpt-5.5,original,r05_product_experience,6,17.333333333333332,17.666666666666668,0.3333333333333357,0.8285714285714286,0.8666666666666667,10.833333333333334,-6.499999999999998,6.833333333333334
gpt-5.5,original,r06_complaint_story,7,14.0,19.428571428571427,5.428571428571427,0.6428571428571429,0.7142857142857143,,,
gpt-5.5,original,r07_group_message,7,9.0,12.0,3.0,0.9285714285714286,0.9047619047619048,4.714285714285714,-4.285714285714286,7.285714285714286
gpt-5.5,original,r08_service_recommendation,7,17.0,30.142857142857142,13.142857142857142,0.4642857142857143,0.7142857142857143,,,
gpt-5.5,original,r09_family_trip,7,18.571428571428573,28.571428571428573,10.0,0.6785714285714286,0.7619047619047619,,,
gpt-5.5,original,r10_travel_moment,7,12.0,21.428571428571427,9.428571428571427,0.8571428571428571,0.8571428571428571,17.571428571428573,5.571428571428573,3.857142857142854
gpt-5.5,original,r11_change_of_mind,7,13.571428571428571,16.714285714285715,3.142857142857144,0.32142857142857145,0.6190476190476191,,,
gpt-5.5,original,r12_recommendation,6,12.5,18.666666666666668,6.166666666666668,0.9428571428571428,0.9333333333333333,13.166666666666666,0.6666666666666661,5.500000000000002
gpt-5.5,original,r13_return_visit,7,13.714285714285714,25.142857142857142,11.428571428571429,0.7207499701564472,0.8,,,
gpt-5.5,original,r14_opinion_post,7,16.571428571428573,26.285714285714285,9.714285714285712,0.6428571428571429,0.7142857142857143,26.0,9.428571428571427,0.2857142857142847
gpt-5.5,original,r15_small_event,6,14.166666666666666,21.166666666666668,7.000000000000002,0.2571428571428571,0.6,,,
gpt-5.5,original,r16_event_recap,7,11.428571428571429,12.142857142857142,0.7142857142857135,0.21428571428571427,0.5714285714285714,6.428571428571429,-5.0,5.7142857142857135
gpt-5.5,paraphrase,r01_personal_update,7,10.428571428571429,30.571428571428573,20.142857142857146,0.504524979109513,0.7,16.285714285714285,5.857142857142856,14.285714285714288
gpt-5.5,paraphrase,r02_parent_group,7,8.142857142857142,10.714285714285714,2.571428571428571,0.8183170883849714,0.8421052631578947,,,
gpt-5.5,paraphrase,r03_workplace_story,7,12.857142857142858,15.142857142857142,2.2857142857142847,0.35714285714285715,0.6666666666666666,10.857142857142858,-2.0,4.285714285714285
gpt-5.5,paraphrase,r04_neighborhood,6,6.833333333333333,9.0,2.166666666666667,0.27941176470588236,0.6153846153846154,,,
gpt-5.5,paraphrase,r05_product_experience,7,14.0,20.285714285714285,6.285714285714285,0.5405624776173353,0.75,11.0,-3.0,9.285714285714285
gpt-5.5,paraphrase,r06_complaint_story,7,13.142857142857142,16.285714285714285,3.1428571428571423,-0.10714285714285714,0.47619047619047616,,,
gpt-5.5,paraphrase,r07_group_message,7,6.285714285714286,11.571428571428571,5.285714285714286,0.7928249671720918,0.8,12.428571428571429,6.142857142857143,-0.8571428571428577
gpt-5.5,paraphrase,r08_service_recommendation,7,15.428571428571429,17.285714285714285,1.8571428571428559,0.8928571428571429,0.9047619047619048,,,
gpt-5.5,paraphrase,r09_family_trip,7,11.142857142857142,16.857142857142858,5.714285714285715,0.2522624895547565,0.6,,,
gpt-5.5,paraphrase,r10_travel_moment,7,11.285714285714286,27.142857142857142,15.857142857142856,-0.23424374030084533,0.3,14.714285714285714,3.428571428571427,12.428571428571429
gpt-5.5,paraphrase,r11_change_of_mind,7,10.0,11.857142857142858,1.8571428571428577,0.75,0.7619047619047619,,,
gpt-5.5,paraphrase,r12_recommendation,7,9.0,7.714285714285714,-1.2857142857142856,0.20003306604965967,0.5789473684210527,9.142857142857142,0.14285714285714235,-1.428571428571428
gpt-5.5,paraphrase,r13_return_visit,7,9.142857142857142,14.857142857142858,5.714285714285715,0.9642857142857143,0.9523809523809523,,,
gpt-5.5,paraphrase,r14_opinion_post,7,17.714285714285715,17.285714285714285,-0.4285714285714306,0.900937462695559,0.9,14.571428571428571,-3.142857142857144,2.7142857142857135
gpt-5.5,paraphrase,r15_small_event,7,13.714285714285714,11.428571428571429,-2.2857142857142847,0.35714285714285715,0.6190476190476191,,,
gpt-5.5,paraphrase,r16_event_recap,6,7.666666666666667,13.5,5.833333333333333,0.753702346348183,0.7857142857142857,9.0,1.333333333333333,4.5
gpt-5.5,reverse,r01_personal_update,7,7.571428571428571,8.0,0.4285714285714288,0.12613124477737825,0.55,5.857142857142857,-1.7142857142857144,2.1428571428571432
gpt-5.5,reverse,r02_parent_group,7,5.714285714285714,6.0,0.2857142857142856,0.8636363636363636,0.8947368421052632,,,
gpt-5.5,reverse,r03_workplace_story,7,12.0,13.857142857142858,1.8571428571428577,0.8108437164260031,0.85,7.428571428571429,-4.571428571428571,6.428571428571429
gpt-5.5,reverse,r04_neighborhood,6,10.0,9.5,-0.5,0.028988551782622423,0.5714285714285714,,,
gpt-5.5,reverse,r05_product_experience,7,12.142857142857142,13.0,0.8571428571428577,0.2857142857142857,0.6190476190476191,10.428571428571429,-1.7142857142857135,2.571428571428571
gpt-5.5,reverse,r06_complaint_story,7,7.571428571428571,10.571428571428571,3.0,0.43636363636363634,0.6842105263157895,,,
gpt-5.5,reverse,r07_group_message,7,5.571428571428571,8.142857142857142,2.571428571428571,0.8468812149338254,0.85,6.428571428571429,0.8571428571428577,1.7142857142857135
gpt-5.5,reverse,r08_service_recommendation,7,7.285714285714286,15.0,7.714285714285714,-0.1801874925391118,0.45,,,
gpt-5.5,reverse,r09_family_trip,7,12.142857142857142,12.857142857142858,0.7142857142857153,0.27028123880866767,0.6,,,
gpt-5.5,reverse,r10_travel_moment,7,7.285714285714286,16.571428571428573,9.285714285714288,0.46848748060169065,0.65,6.0,-1.2857142857142856,10.571428571428573
gpt-5.5,reverse,r11_change_of_mind,7,8.285714285714286,11.714285714285714,3.428571428571427,-0.08181818181818182,0.47368421052631576,,,
gpt-5.5,reverse,r12_recommendation,6,9.833333333333334,8.833333333333334,-1.0,0.6911764705882353,0.7692307692307693,5.833333333333333,-4.000000000000001,3.000000000000001
gpt-5.5,reverse,r13_return_visit,7,8.0,10.285714285714286,2.2857142857142865,0.10714285714285714,0.5714285714285714,,,
gpt-5.5,reverse,r14_opinion_post,7,7.428571428571429,8.285714285714286,0.8571428571428577,0.00909090909090909,0.47368421052631576,6.714285714285714,-0.7142857142857144,1.571428571428572
gpt-5.5,reverse,r15_small_event,7,7.714285714285714,15.142857142857142,7.428571428571428,0.9272727272727272,0.9473684210526315,,,
gpt-5.5,reverse,r16_event_recap,7,8.285714285714286,8.571428571428571,0.2857142857142847,0.10811249552346708,0.55,5.0,-3.2857142857142865,3.571428571428571
