model_id,question_id,family,condition,sentence_index,score
gemini-3.1-pro-preview,p043,economics,live,5,10
gemini-3.1-pro-preview,p043,economics,post,5,15
gemini-3.1-pro-preview,p043,economics,replay,5,10
gemini-3.1-pro-preview,p051,geography,live,0,10
gemini-3.1-pro-preview,p051,geography,post,0,10
gemini-3.1-pro-preview,p051,geography,replay,0,5
gemini-3.1-pro-preview,p051,geography,live,1,5
gemini-3.1-pro-preview,p051,geography,post,1,5
gemini-3.1-pro-preview,p051,geography,replay,1,5
gemini-3.1-pro-preview,p051,geography,live,2,15
gemini-3.1-pro-preview,p051,geography,post,2,15
gemini-3.1-pro-preview,p051,geography,replay,2,10
gemini-3.1-pro-preview,p051,geography,live,3,30
gemini-3.1-pro-preview,p051,geography,post,3,20
gemini-3.1-pro-preview,p051,geography,replay,3,15
gemini-3.1-pro-preview,p051,geography,live,4,10
gemini-3.1-pro-preview,p051,geography,post,4,15
gemini-3.1-pro-preview,p051,geography,replay,4,10
gemini-3.1-pro-preview,p051,geography,live,5,20
gemini-3.1-pro-preview,p051,geography,post,5,85
gemini-3.1-pro-preview,p051,geography,replay,5,10
gemini-3.1-pro-preview,p069,food_culture,live,0,10
gemini-3.1-pro-preview,p069,food_culture,post,0,10
gemini-3.1-pro-preview,p069,food_culture,replay,0,5
gemini-3.1-pro-preview,p069,food_culture,live,1,15
gemini-3.1-pro-preview,p069,food_culture,post,1,15
gemini-3.1-pro-preview,p069,food_culture,replay,1,5
gemini-3.1-pro-preview,p069,food_culture,live,2,25
gemini-3.1-pro-preview,p069,food_culture,post,2,25
gemini-3.1-pro-preview,p069,food_culture,replay,2,10
gemini-3.1-pro-preview,p069,food_culture,live,3,20
gemini-3.1-pro-preview,p069,food_culture,post,3,25
gemini-3.1-pro-preview,p069,food_culture,replay,3,10
gemini-3.1-pro-preview,p069,food_culture,live,4,30
gemini-3.1-pro-preview,p069,food_culture,post,4,45
gemini-3.1-pro-preview,p069,food_culture,replay,4,10
gemini-3.1-pro-preview,p069,food_culture,live,5,5
gemini-3.1-pro-preview,p069,food_culture,post,5,10
gemini-3.1-pro-preview,p069,food_culture,replay,5,5
gemini-3.1-pro-preview,p069,food_culture,live,6,15
gemini-3.1-pro-preview,p069,food_culture,post,6,15
gemini-3.1-pro-preview,p069,food_culture,replay,6,5
gemini-3.1-pro-preview,p076,language,live,0,5
gemini-3.1-pro-preview,p076,language,post,0,15
gemini-3.1-pro-preview,p076,language,replay,0,5
gemini-3.1-pro-preview,p076,language,live,1,15
gemini-3.1-pro-preview,p076,language,post,1,20
gemini-3.1-pro-preview,p076,language,replay,1,15
gemini-3.1-pro-preview,p076,language,live,2,10
gemini-3.1-pro-preview,p076,language,post,2,25
gemini-3.1-pro-preview,p076,language,replay,2,10
gemini-3.1-pro-preview,p076,language,live,3,20
gemini-3.1-pro-preview,p076,language,post,3,10
gemini-3.1-pro-preview,p076,language,replay,3,10
gemini-3.1-pro-preview,p076,language,live,4,15
gemini-3.1-pro-preview,p076,language,post,4,75
gemini-3.1-pro-preview,p076,language,replay,4,10
gemini-3.1-pro-preview,p076,language,live,5,35
gemini-3.1-pro-preview,p076,language,post,5,65
gemini-3.1-pro-preview,p076,language,replay,5,15
gemini-3.1-pro-preview,p076,language,live,6,10
gemini-3.1-pro-preview,p076,language,post,6,85
gemini-3.1-pro-preview,p076,language,replay,6,10
gemini-3.1-pro-preview,p085,arts_culture,live,0,5
gemini-3.1-pro-preview,p085,arts_culture,post,0,10
gemini-3.1-pro-preview,p085,arts_culture,replay,0,5
gemini-3.1-pro-preview,p085,arts_culture,live,1,10
gemini-3.1-pro-preview,p085,arts_culture,post,1,25
gemini-3.1-pro-preview,p085,arts_culture,replay,1,10
gemini-3.1-pro-preview,p085,arts_culture,live,2,15
gemini-3.1-pro-preview,p085,arts_culture,post,2,45
gemini-3.1-pro-preview,p085,arts_culture,replay,2,15
gemini-3.1-pro-preview,p085,arts_culture,live,3,25
gemini-3.1-pro-preview,p085,arts_culture,post,3,60
gemini-3.1-pro-preview,p085,arts_culture,replay,3,25
gemini-3.1-pro-preview,p085,arts_culture,live,4,5
gemini-3.1-pro-preview,p085,arts_culture,post,4,20
gemini-3.1-pro-preview,p085,arts_culture,replay,4,10
gemini-3.1-pro-preview,p085,arts_culture,live,5,10
gemini-3.1-pro-preview,p085,arts_culture,post,5,75
gemini-3.1-pro-preview,p085,arts_culture,replay,5,15
gemini-3.1-pro-preview,p093,misconceptions,live,0,10
gemini-3.1-pro-preview,p093,misconceptions,post,0,10
gemini-3.1-pro-preview,p093,misconceptions,replay,0,10
gemini-3.1-pro-preview,p093,misconceptions,live,1,5
gemini-3.1-pro-preview,p093,misconceptions,post,1,15
gemini-3.1-pro-preview,p093,misconceptions,replay,1,12
gemini-3.1-pro-preview,p093,misconceptions,live,2,15
gemini-3.1-pro-preview,p093,misconceptions,post,2,20
gemini-3.1-pro-preview,p093,misconceptions,replay,2,15
gemini-3.1-pro-preview,p093,misconceptions,live,3,20
gemini-3.1-pro-preview,p093,misconceptions,post,3,35
gemini-3.1-pro-preview,p093,misconceptions,replay,3,14
gemini-3.1-pro-preview,p093,misconceptions,live,4,15
gemini-3.1-pro-preview,p093,misconceptions,post,4,15
gemini-3.1-pro-preview,p093,misconceptions,replay,4,11
gemini-3.1-pro-preview,p093,misconceptions,live,5,5
gemini-3.1-pro-preview,p093,misconceptions,post,5,45
gemini-3.1-pro-preview,p093,misconceptions,replay,5,8
gpt-5.5,p006,history,live,0,10
gpt-5.5,p006,history,post,0,8
gpt-5.5,p006,history,replay,0,12
gpt-5.5,p006,history,live,1,17
gpt-5.5,p006,history,post,1,12
gpt-5.5,p006,history,replay,1,18
gpt-5.5,p006,history,live,2,22
gpt-5.5,p006,history,post,2,18
gpt-5.5,p006,history,replay,2,22
gpt-5.5,p006,history,live,3,20
gpt-5.5,p006,history,post,3,22
gpt-5.5,p006,history,replay,3,20
gpt-5.5,p006,history,live,4,12
gpt-5.5,p006,history,post,4,10
gpt-5.5,p006,history,replay,4,15
gpt-5.5,p006,history,live,5,8
gpt-5.5,p006,history,post,5,7
gpt-5.5,p006,history,replay,5,12
gpt-5.5,p014,science,live,0,18
gpt-5.5,p014,science,post,0,18
gpt-5.5,p014,science,replay,0,12
gpt-5.5,p014,science,live,1,12
gpt-5.5,p014,science,post,1,22
gpt-5.5,p014,science,replay,1,15
gpt-5.5,p014,science,live,2,22
gpt-5.5,p014,science,post,2,28
gpt-5.5,p014,science,replay,2,18
gpt-5.5,p014,science,live,3,28
gpt-5.5,p014,science,post,3,24
gpt-5.5,p014,science,replay,3,20
gpt-5.5,p014,science,live,4,16
gpt-5.5,p014,science,post,4,16
gpt-5.5,p014,science,replay,4,14
gpt-5.5,p014,science,live,5,10
gpt-5.5,p014,science,post,5,12
gpt-5.5,p014,science,replay,5,9
gpt-5.5,p026,biology_medicine,live,0,12
gpt-5.5,p026,biology_medicine,post,0,12
gpt-5.5,p026,biology_medicine,replay,0,5
gpt-5.5,p026,biology_medicine,live,1,18
gpt-5.5,p026,biology_medicine,post,1,24
gpt-5.5,p026,biology_medicine,replay,1,10
gpt-5.5,p026,biology_medicine,live,2,16
gpt-5.5,p026,biology_medicine,post,2,17
gpt-5.5,p026,biology_medicine,replay,2,8
gpt-5.5,p026,biology_medicine,live,3,10
gpt-5.5,p026,biology_medicine,post,3,10
gpt-5.5,p026,biology_medicine,replay,3,6
gpt-5.5,p026,biology_medicine,live,4,14
gpt-5.5,p026,biology_medicine,post,4,16
gpt-5.5,p026,biology_medicine,replay,4,7
gpt-5.5,p026,biology_medicine,live,5,8
gpt-5.5,p026,biology_medicine,post,5,8
gpt-5.5,p026,biology_medicine,replay,5,4
gpt-5.5,p031,technology,live,0,18
gpt-5.5,p031,technology,post,0,18
gpt-5.5,p031,technology,replay,0,12
gpt-5.5,p031,technology,live,1,24
gpt-5.5,p031,technology,post,1,24
gpt-5.5,p031,technology,replay,1,15
gpt-5.5,p031,technology,live,2,15
gpt-5.5,p031,technology,post,2,16
gpt-5.5,p031,technology,replay,2,10
gpt-5.5,p031,technology,live,3,20
gpt-5.5,p031,technology,post,3,22
gpt-5.5,p031,technology,replay,3,10
gpt-5.5,p031,technology,live,4,14
gpt-5.5,p031,technology,post,4,17
gpt-5.5,p031,technology,replay,4,9
gpt-5.5,p031,technology,live,5,22
gpt-5.5,p031,technology,post,5,21
gpt-5.5,p031,technology,replay,5,11
gpt-5.5,p043,economics,live,0,12
gpt-5.5,p043,economics,post,0,15
gpt-5.5,p043,economics,replay,0,18
gpt-5.5,p043,economics,live,1,28
gpt-5.5,p043,economics,post,1,24
gpt-5.5,p043,economics,replay,1,24
gpt-5.5,p043,economics,live,2,10
gpt-5.5,p043,economics,post,2,10
gpt-5.5,p043,economics,replay,2,16
gpt-5.5,p043,economics,live,3,24
gpt-5.5,p043,economics,post,3,26
gpt-5.5,p043,economics,replay,3,22
gpt-5.5,p043,economics,live,4,16
gpt-5.5,p043,economics,post,4,18
gpt-5.5,p043,economics,replay,4,19
gpt-5.5,p043,economics,live,5,8
gpt-5.5,p043,economics,post,5,12
gpt-5.5,p043,economics,replay,5,15
gpt-5.5,p051,geography,live,0,18
gpt-5.5,p051,geography,post,0,12
gpt-5.5,p051,geography,replay,0,8
gpt-5.5,p051,geography,live,1,22
gpt-5.5,p051,geography,post,1,22
gpt-5.5,p051,geography,replay,1,18
gpt-5.5,p051,geography,live,2,27
gpt-5.5,p051,geography,post,2,28
gpt-5.5,p051,geography,replay,2,24
gpt-5.5,p051,geography,live,3,24
gpt-5.5,p051,geography,post,3,24
gpt-5.5,p051,geography,replay,3,20
gpt-5.5,p051,geography,live,4,16
gpt-5.5,p051,geography,post,4,15
gpt-5.5,p051,geography,replay,4,12
gpt-5.5,p051,geography,live,5,12
gpt-5.5,p051,geography,post,5,10
gpt-5.5,p051,geography,replay,5,9
gpt-5.5,p069,food_culture,live,0,12
gpt-5.5,p069,food_culture,post,0,15
gpt-5.5,p069,food_culture,replay,0,8
gpt-5.5,p069,food_culture,live,1,18
gpt-5.5,p069,food_culture,post,1,25
gpt-5.5,p069,food_culture,replay,1,12
gpt-5.5,p069,food_culture,live,2,16
gpt-5.5,p069,food_culture,post,2,35
gpt-5.5,p069,food_culture,replay,2,15
gpt-5.5,p069,food_culture,live,3,21
gpt-5.5,p069,food_culture,post,3,40
gpt-5.5,p069,food_culture,replay,3,14
gpt-5.5,p069,food_culture,live,4,24
gpt-5.5,p069,food_culture,post,4,55
gpt-5.5,p069,food_culture,replay,4,18
gpt-5.5,p069,food_culture,live,5,19
gpt-5.5,p069,food_culture,post,5,45
gpt-5.5,p069,food_culture,replay,5,16
gpt-5.5,p076,language,live,0,12
gpt-5.5,p076,language,post,0,15
gpt-5.5,p076,language,replay,0,8
gpt-5.5,p076,language,live,1,28
gpt-5.5,p076,language,post,1,35
gpt-5.5,p076,language,replay,1,22
gpt-5.5,p076,language,live,2,22
gpt-5.5,p076,language,post,2,30
gpt-5.5,p076,language,replay,2,18
gpt-5.5,p076,language,live,3,8
gpt-5.5,p076,language,post,3,10
gpt-5.5,p076,language,replay,3,6
gpt-5.5,p076,language,live,4,18
gpt-5.5,p076,language,post,4,28
gpt-5.5,p076,language,replay,4,10
gpt-5.5,p076,language,live,5,10
gpt-5.5,p076,language,post,5,18
gpt-5.5,p076,language,replay,5,9
gpt-5.5,p085,arts_culture,live,0,12
gpt-5.5,p085,arts_culture,post,0,12
gpt-5.5,p085,arts_culture,replay,0,12
gpt-5.5,p085,arts_culture,live,1,18
gpt-5.5,p085,arts_culture,post,1,18
gpt-5.5,p085,arts_culture,replay,1,18
gpt-5.5,p085,arts_culture,live,2,10
gpt-5.5,p085,arts_culture,post,2,10
gpt-5.5,p085,arts_culture,replay,2,15
gpt-5.5,p085,arts_culture,live,3,22
gpt-5.5,p085,arts_culture,post,3,22
gpt-5.5,p085,arts_culture,replay,3,17
gpt-5.5,p085,arts_culture,live,4,16
gpt-5.5,p085,arts_culture,post,4,15
gpt-5.5,p085,arts_culture,replay,4,16
gpt-5.5,p085,arts_culture,live,5,14
gpt-5.5,p085,arts_culture,post,5,20
gpt-5.5,p085,arts_culture,replay,5,15
gpt-5.5,p093,misconceptions,live,0,18
gpt-5.5,p093,misconceptions,post,0,8
gpt-5.5,p093,misconceptions,replay,0,8
gpt-5.5,p093,misconceptions,live,1,32
gpt-5.5,p093,misconceptions,post,1,24
gpt-5.5,p093,misconceptions,replay,1,14
gpt-5.5,p093,misconceptions,live,2,24
gpt-5.5,p093,misconceptions,post,2,20
gpt-5.5,p093,misconceptions,replay,2,16
gpt-5.5,p093,misconceptions,live,3,21
gpt-5.5,p093,misconceptions,post,3,12
gpt-5.5,p093,misconceptions,replay,3,12
gpt-5.5,p093,misconceptions,live,4,27
gpt-5.5,p093,misconceptions,post,4,18
gpt-5.5,p093,misconceptions,replay,4,13
gpt-5.5,p093,misconceptions,live,5,20
gpt-5.5,p093,misconceptions,post,5,14
gpt-5.5,p093,misconceptions,replay,5,11
